personalid,ESNights,ES,TransitionalHousing,PH,StreetOutReach,ServicesOnly,Other,SafeHaven,PH-NoDis,HomelessPrev,PHRapid,CoordinatedAsses,Usage Cluster
12927,,,,,,1.0,,,,,,,Very Low Use
12977,,,,,,,,,,,,1.0,Very Low Use
12984,,,,,,,,,,,,1.0,Very Low Use
12985,,,,,,,,,,,,1.0,Very Low Use
13025,,,,,,,1.0,,,,,,Very Low Use
13038,1.0,1.0,,,,,,,,,,,Very Low Use
13042,,,,,1.0,,,,,,,,Very Low Use
13063,,,,,,,,,,,,1.0,Very Low Use
13111,,,,,,1.0,1.0,,,,,,Very Low Use
13117,,,1.0,,,,1.0,,,,1.0,2.0,Very Low Use
13166,,,,,,1.0,,,,,,,Very Low Use
13177,,,,1.0,,,,,,,,,Very Low Use
13179,,,,1.0,,,,,,,,,Very Low Use
13180,,,,1.0,,,,,,,,,Very Low Use
13195,47.0,1.0,,,,,,,,,,1.0,Low Use
13234,,,,,,,,,,,,1.0,Very Low Use
13291,,,,,,,1.0,,,,,,Very Low Use
13293,96.0,3.0,1.0,,,1.0,,,,1.0,,1.0,Medium Use
13342,33.0,1.0,,,1.0,,,,,,,1.0,Low Use
13351,1.0,1.0,,,3.0,,,,,,,1.0,Very Low Use
13360,14.0,1.0,,,,,,,,,,1.0,Very Low Use
13395,73.0,1.0,,,,,,,,,,1.0,Low Use
13432,,,,,5.0,1.0,2.0,1.0,,,,1.0,Very Low Use
13456,86.0,1.0,,,,,,,,,,,Medium Use
13466,35.0,2.0,,,4.0,,,,,,1.0,2.0,Low Use
13512,,,,,,1.0,1.0,,,,,1.0,Very Low Use
13537,67.0,12.0,,,,,,,,,,3.0,Low Use
13583,,,,,1.0,,,,,,,,Very Low Use
13585,8.0,1.0,,1.0,1.0,,,,,,,1.0,Very Low Use
13609,,,,,1.0,,,,,,,,Very Low Use
13682,1.0,1.0,,,,,,,,,,,Very Low Use
13683,280.0,250.0,,,,,1.0,,,,,1.0,Very High Use
13726,1.0,1.0,,,,,,,,,,,Very Low Use
13728,,,,,,1.0,,,,,,,Very Low Use
13794,57.0,56.0,,,,,1.0,,,,,1.0,Medium Use
13842,,,,,,,4.0,,,,,1.0,Very Low Use
13853,,,,,1.0,,,,,,,,Very Low Use
13854,7.0,3.0,,1.0,1.0,,,,,,,,Very Low Use
13875,,,,1.0,,,,,,,,,Very Low Use
13879,,,,,,,1.0,,,,,,Very Low Use
13899,,,,,,,2.0,,,,,,Very Low Use
13918,1.0,1.0,,,,1.0,,,,,,,Very Low Use
13966,28.0,1.0,,,,,,,,,1.0,1.0,Low Use
13971,27.0,27.0,,,,,2.0,,,,,,Low Use
14070,,,,1.0,,1.0,,,,,,1.0,Very Low Use
14086,,,,,,,1.0,,,,,,Very Low Use
14115,78.0,2.0,,,,2.0,,,,,1.0,1.0,Low Use
14159,49.0,1.0,,,,,,,,,1.0,,Low Use
14175,,,,,,,1.0,,,,,,Very Low Use
14238,6.0,6.0,,1.0,,,1.0,,,,,,Very Low Use
14242,12.0,1.0,,,,,,,,,,1.0,Very Low Use
14243,16.0,2.0,,,2.0,,1.0,,,,,1.0,Very Low Use
14276,,,,,,,2.0,,,,,2.0,Very Low Use
14321,91.0,1.0,,,,1.0,,,,,,1.0,Medium Use
14331,58.0,42.0,,,1.0,,3.0,,,,,1.0,Medium Use
14376,,,,,1.0,1.0,,,,,,1.0,Very Low Use
14377,6.0,5.0,,,1.0,,,,,,,,Very Low Use
14384,,,,,2.0,,,,,,,1.0,Very Low Use
14409,,,,,,,2.0,,,,,,Very Low Use
14453,246.0,196.0,,,,1.0,,,,,,1.0,Very High Use
14537,15.0,3.0,,1.0,2.0,2.0,3.0,,,,,1.0,Very Low Use
14566,,,,,,,,,,,,1.0,Very Low Use
14609,68.0,1.0,,,2.0,,,,,,1.0,,Low Use
14677,37.0,2.0,,,,,2.0,,,,,1.0,Low Use
14697,,,,,,,,,,,,1.0,Very Low Use
14719,,,,,,,1.0,,,,,1.0,Very Low Use
14795,4.0,1.0,,1.0,,,,,,,,1.0,Very Low Use
14796,,,,,,,1.0,,,,,1.0,Very Low Use
14804,1.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
14806,,,,,1.0,,1.0,,,,,1.0,Very Low Use
14826,28.0,28.0,,,,,1.0,,,,,1.0,Low Use
14891,2.0,2.0,,,1.0,,1.0,,,,,1.0,Very Low Use
14899,8.0,8.0,,,,,,,,,,2.0,Very Low Use
14910,48.0,1.0,,,,,,,,,,,Low Use
14988,,,,,,,,,,,,1.0,Very Low Use
15001,,,,,,,,,,,,1.0,Very Low Use
15007,,,,,,,1.0,,,,,,Very Low Use
15015,60.0,6.0,,,1.0,2.0,1.0,,,,,,Low Use
15027,72.0,2.0,,,,,,,,,,1.0,Low Use
15034,135.0,8.0,,,,,,,,,,1.0,Medium Use
15078,,,,1.0,,,,,,,,,Very Low Use
15097,86.0,2.0,,,,1.0,1.0,,,,,2.0,Medium Use
15101,22.0,1.0,,,2.0,,1.0,,,,,1.0,Very Low Use
15122,4.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
15207,151.0,2.0,,1.0,,2.0,1.0,,,,,2.0,Medium Use
15235,,,,,,,2.0,,,,,2.0,Very Low Use
15330,,,,,,,1.0,,,,,,Very Low Use
15353,,,,,,,1.0,,,,,,Very Low Use
15401,5.0,2.0,,,,,,,,,,2.0,Very Low Use
15415,9.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
15416,47.0,2.0,,,,,,,,,,1.0,Low Use
15458,,,,,1.0,,,,,,,,Very Low Use
15473,,,,,,,1.0,,,,,1.0,Very Low Use
15475,,,,,,,,,,,,1.0,Very Low Use
15478,52.0,1.0,,,,,,,,,1.0,1.0,Low Use
15504,1.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
15509,,,,,1.0,,,,,,,,Very Low Use
15510,8.0,7.0,,,4.0,,2.0,,,,,,Very Low Use
15512,24.0,1.0,,,,,,,,,,1.0,Very Low Use
15523,100.0,90.0,,,,,2.0,,,,,1.0,High Use
15531,1.0,1.0,,,,,,,,,,1.0,Very Low Use
15564,29.0,1.0,,,,,,,,,,1.0,Low Use
15575,111.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
15577,111.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
15586,,,,,,,,,,,,1.0,Very Low Use
15618,9.0,9.0,,,,1.0,,,,,,,Very Low Use
15692,,,,,,,,,,,,2.0,Very Low Use
15706,1.0,1.0,,,,,,,,,,,Very Low Use
15729,,,,1.0,,,,,,,,,Very Low Use
15803,18.0,4.0,,,1.0,,,,,,,1.0,Very Low Use
15832,58.0,9.0,,,,1.0,,,,,,1.0,Low Use
15841,,,,,,,,,,,,1.0,Very Low Use
15886,81.0,7.0,,,,1.0,,,,,,2.0,Medium Use
15888,,,,,1.0,,,,,,,,Very Low Use
15925,21.0,3.0,,,1.0,,2.0,,,,,3.0,Low Use
15949,,,1.0,,,,,,,,,,Very Low Use
15952,6.0,1.0,,,,,1.0,,,,,,Very Low Use
15986,5.0,2.0,,,,,1.0,,,,,1.0,Very Low Use
16028,,,,,,,1.0,,,,,1.0,Very Low Use
16043,,,,,,,,,,,1.0,1.0,Very Low Use
16093,,,,1.0,,,,,,,,1.0,Very Low Use
16104,,,,,1.0,,,,,,,,Very Low Use
16212,70.0,4.0,1.0,,,,,,,,,2.0,Low Use
16257,1.0,1.0,,,,,,,,,,1.0,Very Low Use
16294,,,,,,,1.0,,,,,,Very Low Use
16301,,,,,,,1.0,,,,,1.0,Very Low Use
16305,43.0,1.0,,,,1.0,,,,,,,Low Use
16395,,,,,,,,,,,,2.0,Very Low Use
16414,,,,,,,1.0,,,,,2.0,Very Low Use
16451,102.0,2.0,,,,2.0,,,,,,2.0,Medium Use
16461,,,,,,1.0,,,,,1.0,1.0,Very Low Use
16466,5.0,5.0,,,,1.0,,,,,,1.0,Very Low Use
16478,,,1.0,,,,,,,,1.0,,Very Low Use
16486,,,,,,,,,,,,1.0,Very Low Use
16488,,,1.0,,,,,,,,,,Very Low Use
16503,,,,,2.0,,,,,,,,Very Low Use
16508,24.0,24.0,,,,,,,,,,,Low Use
16533,,,,,,,1.0,,,,,1.0,Very Low Use
16554,,,,,,,1.0,,,,,,Very Low Use
16652,11.0,9.0,,,2.0,,,,,,,,Very Low Use
16711,,,,,1.0,,,,,,,,Very Low Use
16765,9.0,3.0,,,,,1.0,,,,,,Very Low Use
16801,82.0,2.0,,,,,,,,,1.0,2.0,Medium Use
16843,,,,,,,1.0,,,,,,Very Low Use
16864,,,,,1.0,2.0,,,,,,1.0,Very Low Use
16924,75.0,75.0,,,1.0,,,,,,,,Medium Use
16937,,,,,2.0,,,,,,,1.0,Very Low Use
16947,,,,,,,1.0,,,,,,Very Low Use
17114,,,,,,,,,,,,1.0,Very Low Use
17136,,,,,,,,,,,,1.0,Very Low Use
17150,43.0,1.0,,,,,,,,,1.0,1.0,Low Use
17185,11.0,11.0,,,,,,,,,,,Very Low Use
17207,1.0,1.0,,,,,,,,,,,Very Low Use
17232,,,,1.0,,,,,,,1.0,,Very Low Use
17314,,,,,,,3.0,,,,,3.0,Very Low Use
17366,,,,,2.0,,1.0,,,,,1.0,Very Low Use
17376,,,,1.0,,,,,,,,,Very Low Use
17388,2.0,2.0,,,2.0,,1.0,,,,,1.0,Very Low Use
17408,111.0,1.0,,,,,,,,,,,Medium Use
17412,66.0,39.0,,,1.0,,,,,,,1.0,Medium Use
17438,60.0,13.0,,,,1.0,4.0,,,,,3.0,Low Use
17451,,,,,,,,,,,,1.0,Very Low Use
17452,,,,,,,,,,,,1.0,Very Low Use
17453,,,,,,,,,,,,1.0,Very Low Use
17498,,,,,,,3.0,,,,,,Very Low Use
17580,,,,1.0,,,,,,,,,Very Low Use
17594,,,,,,,,,,,,1.0,Very Low Use
17613,48.0,2.0,1.0,,,,1.0,,,,1.0,3.0,Low Use
17614,7.0,1.0,2.0,,,,,,,,1.0,2.0,Very Low Use
17615,,,1.0,,,,,,,,1.0,1.0,Very Low Use
17682,,,,,,,1.0,,,,,,Very Low Use
17781,,,,,,,,,1.0,,,,Very Low Use
17876,,,,,,,1.0,,,,,,Very Low Use
17912,,,,1.0,1.0,,,,,,,1.0,Very Low Use
17951,40.0,1.0,,,,,,,,,,,Low Use
17954,8.0,2.0,,1.0,,,,,,,,,Very Low Use
17983,,,,,,,1.0,,,,,,Very Low Use
17993,63.0,3.0,,,,,,,,1.0,,1.0,Low Use
18028,,,,,1.0,,,,,,,1.0,Very Low Use
18031,,,,,,,1.0,,,,,,Very Low Use
18067,,,,,,,1.0,,,,,,Very Low Use
18137,,,,,1.0,,,,,,,,Very Low Use
18141,,,,1.0,,,,,,,,,Very Low Use
18152,,,,,,,,,,,,1.0,Very Low Use
18173,13.0,1.0,,,,,,,,,,,Very Low Use
18212,,,,1.0,,,,,,,,,Very Low Use
18216,,,,,,,,,,,,1.0,Very Low Use
18221,2.0,2.0,,,1.0,,1.0,,,,,,Very Low Use
18222,4.0,2.0,,,,,,,,,,,Very Low Use
18225,,,,,,,,,,,,1.0,Very Low Use
18261,18.0,1.0,,,,,,,,,,1.0,Very Low Use
18268,,,,,,,,,,,,1.0,Very Low Use
18316,286.0,2.0,,,,1.0,,,,,,1.0,High Use
18341,1.0,1.0,,,,,,,,,,,Very Low Use
18426,,,1.0,,,,1.0,,,,,1.0,Very Low Use
18428,,,,1.0,,,,,,,,,Very Low Use
18459,,,,,,,,,,,,1.0,Very Low Use
18479,1.0,1.0,,,,,,,,,,,Very Low Use
18490,23.0,1.0,,1.0,,,,,,,,2.0,Very Low Use
18505,,,,,,,,,,,,1.0,Very Low Use
18552,,,,1.0,2.0,,,,,,,2.0,Very Low Use
18627,,,,,,,1.0,,,,,,Very Low Use
18667,,,,,,,,,,,,1.0,Very Low Use
18668,,,,,1.0,,,,,,,1.0,Very Low Use
18712,76.0,10.0,,,,,,,,,,1.0,Medium Use
18752,58.0,5.0,,,,,,,,,,1.0,Low Use
18755,1.0,1.0,,,,,,,,,,1.0,Very Low Use
18765,1.0,1.0,,,,,,,,,,,Very Low Use
18773,54.0,42.0,,,1.0,1.0,1.0,,,,,1.0,Medium Use
18776,,,,,,1.0,,,,,,3.0,Very Low Use
18777,,,,2.0,,,,,,,,,Very Low Use
18800,,,,1.0,,,,,,,,,Very Low Use
18811,1.0,1.0,,,2.0,,1.0,,,,,1.0,Very Low Use
18860,,,,,,,2.0,,,,,,Very Low Use
18880,33.0,1.0,,,,,,,,,,1.0,Low Use
18932,,,,,2.0,,,,,,,1.0,Very Low Use
18946,,,,1.0,,,,,,,,,Very Low Use
18949,,,,,,,,,,,,1.0,Very Low Use
18964,134.0,1.0,,,,,,,,,,,Medium Use
18966,,,,,,,,,,,,1.0,Very Low Use
19002,23.0,3.0,,,,,,,,,1.0,,Very Low Use
19018,11.0,7.0,,1.0,1.0,,,,,,,,Very Low Use
19054,,,,,,,,,,,,1.0,Very Low Use
19067,12.0,2.0,,,,,,,,,,,Very Low Use
19101,,,,,,,1.0,,,,,,Very Low Use
19126,,,,,1.0,,,,,,,,Very Low Use
19145,,,,,,,1.0,,,,,1.0,Very Low Use
19172,150.0,1.0,,,,1.0,1.0,,,,,,Medium Use
19175,2.0,1.0,,,,,,,,,,1.0,Very Low Use
19184,2.0,2.0,,,,,1.0,,,,,,Very Low Use
19231,47.0,37.0,,,1.0,,1.0,,,,,2.0,Medium Use
19246,,,,,,,,,,,,1.0,Very Low Use
19339,7.0,3.0,,,1.0,2.0,5.0,,,,,2.0,Very Low Use
19345,,,,,1.0,,,,,,,1.0,Very Low Use
19376,284.0,11.0,,,3.0,2.0,1.0,,,,,3.0,High Use
19411,136.0,2.0,,,,,1.0,,,,,1.0,Medium Use
19436,18.0,5.0,,,2.0,1.0,,,,,,2.0,Very Low Use
19470,,,,,,,,1.0,,,,,Very Low Use
19499,,,,,,,1.0,,,,,,Very Low Use
19581,,,,,1.0,,,,,,,,Very Low Use
19643,,,,,1.0,,,,,,,,Very Low Use
19689,,,,,2.0,,,,,,,,Very Low Use
19710,,,,,2.0,,1.0,,,,,2.0,Very Low Use
19714,3.0,2.0,1.0,,2.0,,,,,,1.0,3.0,Very Low Use
19716,38.0,3.0,,,1.0,1.0,1.0,,,,,,Low Use
19897,8.0,8.0,,,,,2.0,,,,,,Very Low Use
19935,14.0,1.0,,,,,,,,,,,Very Low Use
19950,,,,,1.0,,,,,,,,Very Low Use
19993,,,,,,1.0,,,,,,,Very Low Use
20024,,,,,3.0,1.0,2.0,,,,,,Very Low Use
20071,4.0,4.0,,,,,,,,,,2.0,Very Low Use
20099,13.0,1.0,,,,,,,,,,1.0,Very Low Use
20101,,,,,,,,,,,,1.0,Very Low Use
20256,105.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
20259,,,,,,,,,,,,1.0,Very Low Use
20260,105.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
20261,105.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
20268,82.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Medium Use
20278,1.0,1.0,,,,,,,,,,1.0,Very Low Use
20285,91.0,2.0,,,1.0,,,,,,,1.0,Medium Use
20346,,,,,,,,,,,,1.0,Very Low Use
20354,,,,,,,,,,,,1.0,Very Low Use
20372,,,,,,,1.0,,,,,,Very Low Use
20373,,,,,,,1.0,,,,,,Very Low Use
20398,122.0,1.0,,,,,,,,,,,Medium Use
20412,,,,,,,,,,,,1.0,Very Low Use
20413,,,,,,,,,,,,1.0,Very Low Use
20435,,,,,,,,,,,1.0,,Very Low Use
20498,,,,,1.0,,1.0,,,,,,Very Low Use
20552,67.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Low Use
20553,67.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
20555,,,,,,,,,,,1.0,,Very Low Use
20564,,,,,1.0,,,,,,,,Very Low Use
20613,,,,,1.0,,1.0,,,,,,Very Low Use
20640,,,,,1.0,,,,,,,1.0,Very Low Use
20666,,,,,2.0,,,,,,,1.0,Very Low Use
20686,17.0,13.0,1.0,,,,1.0,,,,,,Low Use
20737,1.0,1.0,,,,,,,,,,,Very Low Use
20932,2.0,2.0,,,,2.0,2.0,,,,1.0,1.0,Very Low Use
20935,,,,,,,2.0,,,,,,Very Low Use
20979,,,,1.0,,,,,,,,,Very Low Use
20992,124.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Medium Use
20994,,,,,,,,,,,1.0,1.0,Very Low Use
21015,,,,,,,1.0,,,,,,Very Low Use
21034,2.0,2.0,,,,,,,,,,,Very Low Use
21068,,,,,1.0,,,,,,,,Very Low Use
21121,,,,,,,,,,,,1.0,Very Low Use
21218,37.0,1.0,,,,,2.0,,,,,1.0,Low Use
21258,14.0,1.0,,,,,,,,,,,Very Low Use
21272,,,,,,,2.0,,,,,,Very Low Use
21275,,,,,,,2.0,,,,,,Very Low Use
21298,49.0,18.0,,,,,,,,,,1.0,Low Use
21304,,,,,1.0,,,,,,,,Very Low Use
21397,264.0,262.0,,,1.0,1.0,,,,,,1.0,Very High Use
21429,,,,,1.0,,,,,,,,Very Low Use
21471,271.0,3.0,,,,,,,,,,,High Use
21482,136.0,8.0,,,,1.0,,,,,,,Medium Use
21491,20.0,2.0,2.0,,,,,,,,,1.0,Very Low Use
21543,,,,,1.0,,,,,,,,Very Low Use
21562,1.0,1.0,,,,,,,,,,,Very Low Use
21568,,,,,1.0,,,,,,,,Very Low Use
21581,,,,,,,,,,,,1.0,Very Low Use
21594,57.0,57.0,,,,,,,,,,,Medium Use
21632,,,,,1.0,,,,,,,1.0,Very Low Use
21668,,,,,,,,,,,,2.0,Very Low Use
21670,,,,,,,,,,,,2.0,Very Low Use
21718,,,,,,,1.0,,,,1.0,1.0,Very Low Use
21734,7.0,1.0,,,,,,,,,,2.0,Very Low Use
21742,,,,,1.0,,,,,,,1.0,Very Low Use
21837,115.0,1.0,,,1.0,,2.0,,,,1.0,1.0,Medium Use
21840,115.0,1.0,,,1.0,,2.0,,,,1.0,1.0,Medium Use
21859,29.0,2.0,,,,,,,,,,2.0,Low Use
21864,41.0,1.0,,,1.0,,,,,,,1.0,Low Use
21875,,,,,,,1.0,,,,,,Very Low Use
21881,1.0,1.0,,,,,,,,,,,Very Low Use
21909,,,,,,,2.0,,,,,,Very Low Use
21931,,,,,3.0,,,,,,,1.0,Very Low Use
22000,13.0,12.0,,,,2.0,,,,,,,Very Low Use
22027,8.0,2.0,2.0,,,,,,,,1.0,1.0,Very Low Use
22043,12.0,12.0,,,1.0,,2.0,,,,,1.0,Very Low Use
22117,30.0,30.0,,,,,,,,,,,Low Use
22169,257.0,9.0,,,1.0,1.0,1.0,,,,,,High Use
22180,31.0,31.0,,1.0,,,,,,,,,Low Use
22184,39.0,1.0,,,,,,,,,,1.0,Low Use
22187,,,,,,,1.0,,,,1.0,,Very Low Use
22275,,,,1.0,,,,,,,,,Very Low Use
22281,119.0,1.0,,,,,,,,,,1.0,Medium Use
22375,,,,,,,1.0,,,,,1.0,Very Low Use
22396,,,,,,,,,,,,1.0,Very Low Use
22398,,,,,,,,,,,,1.0,Very Low Use
22399,,,,,,,,,,,,1.0,Very Low Use
22400,4.0,4.0,,,,,,,,,,,Very Low Use
22544,,,,,1.0,,,,,,,1.0,Very Low Use
22554,,,,,1.0,,,,,,,1.0,Very Low Use
22618,11.0,11.0,,,,,1.0,,,,,,Very Low Use
22765,,,,,,,1.0,,,,,,Very Low Use
22781,,,,,,,1.0,,,,,,Very Low Use
22803,83.0,12.0,,,,,,,,,,3.0,Medium Use
22871,,,,1.0,,,,,,,,,Very Low Use
22883,2.0,2.0,,,,,,,,,,,Very Low Use
22887,,,,,,,,,,,1.0,,Very Low Use
22955,,,,,,1.0,,,,,,,Very Low Use
22956,,,,,,,,,,,,1.0,Very Low Use
23023,,,,,,,,,,,,1.0,Very Low Use
23027,185.0,2.0,,,2.0,,2.0,,,,,,High Use
23034,,,,,1.0,,,,,,,,Very Low Use
23044,158.0,2.0,,,,,,,,,,1.0,Medium Use
23136,,,,,,,3.0,,,,,,Very Low Use
23137,,,,1.0,2.0,,,,,,,1.0,Very Low Use
23270,5.0,2.0,,,,,,,,,,2.0,Very Low Use
23325,,,1.0,,,,,,,,,1.0,Very Low Use
23372,,,,,1.0,,1.0,,,,,1.0,Very Low Use
23426,1.0,1.0,,,,,,,,,,,Very Low Use
23438,,,,,,,,,,,,1.0,Very Low Use
23472,6.0,6.0,,,1.0,,,,,,,,Very Low Use
23487,1.0,1.0,,,,,,,,,,1.0,Very Low Use
23500,146.0,10.0,,,,1.0,6.0,,,,,1.0,Medium Use
23525,,,,,,,,,,,1.0,1.0,Very Low Use
23526,,,,,,,,,,,1.0,,Very Low Use
23562,,,,,,,,,,,,1.0,Very Low Use
23571,21.0,15.0,,,,2.0,1.0,,,,,1.0,Low Use
23585,,,,,,,,,,1.0,,,Very Low Use
23600,2.0,2.0,,1.0,2.0,,2.0,,,,,3.0,Very Low Use
23605,,,,,,1.0,,,,,,,Very Low Use
23638,11.0,11.0,,,,,,,,,,,Very Low Use
23663,11.0,1.0,,,,,,,,,,,Very Low Use
23664,,,,,,,1.0,,,,,,Very Low Use
23678,,,,,1.0,,,,,,,1.0,Very Low Use
23683,,,,,,,1.0,,,,,,Very Low Use
23706,11.0,11.0,,1.0,,1.0,2.0,,,,,,Very Low Use
23766,,,,,1.0,,,,,,,,Very Low Use
23802,34.0,1.0,,,,,,,,,,1.0,Low Use
23893,,,,,,,1.0,,,,,,Very Low Use
23909,15.0,1.0,,,,1.0,,,,,,1.0,Very Low Use
23917,,,,1.0,,,,,,,,1.0,Very Low Use
23923,,,,,,,,,,,,1.0,Very Low Use
23945,8.0,1.0,,,,,,,,,,1.0,Very Low Use
23958,224.0,223.0,,,,1.0,,,,,,,Very High Use
23962,,,,,,,1.0,,,,,1.0,Very Low Use
24028,6.0,6.0,,,,,,,,,,,Very Low Use
24057,,,,,1.0,,1.0,,,,,1.0,Very Low Use
24103,27.0,27.0,,,,,1.0,,,,,,Low Use
24117,16.0,1.0,,,,,,,,,,1.0,Very Low Use
24145,32.0,3.0,,,1.0,,,,,,,2.0,Low Use
24161,,,,,2.0,,,,,,,,Very Low Use
24173,,,,,,,,,,,,1.0,Very Low Use
24195,,,,1.0,,,1.0,,,,,1.0,Very Low Use
24239,,,,1.0,,,,,,,,,Very Low Use
24322,,,,,,,1.0,,,,,,Very Low Use
24331,6.0,6.0,,,,,,,,,,1.0,Very Low Use
24338,,,,,1.0,,,,,,,1.0,Very Low Use
24356,,,,,,,,,,,,1.0,Very Low Use
24380,111.0,1.0,,,,,,,,,,1.0,Medium Use
24424,,,,,,,1.0,,,,,,Very Low Use
24458,,,,,,1.0,,,,,,1.0,Very Low Use
24482,1.0,1.0,,,,,,,,,,1.0,Very Low Use
24506,,,,,,,1.0,,,,1.0,1.0,Very Low Use
24561,14.0,13.0,,,,,1.0,,,,,,Very Low Use
24563,,,,,,1.0,,,,,,,Very Low Use
24571,2.0,2.0,,,,,,,,,,1.0,Very Low Use
24575,7.0,7.0,,,1.0,,1.0,,,,,,Very Low Use
24661,,,,,,,2.0,,,,,,Very Low Use
24671,,,,,,,,,,1.0,,,Very Low Use
24688,,,,1.0,1.0,,,,,,,1.0,Very Low Use
24788,1.0,1.0,,,2.0,,,,,,,1.0,Very Low Use
24808,,,,,,,,,,,1.0,2.0,Very Low Use
24809,,,,,1.0,,,,,,,,Very Low Use
24814,,,,,,,,,,,,1.0,Very Low Use
24838,78.0,8.0,,,,,2.0,,,,,1.0,Medium Use
24876,,,,,,,,,,,,1.0,Very Low Use
24981,,,1.0,,5.0,,,,,,1.0,,Very Low Use
25078,,,,1.0,,,,,,,,,Very Low Use
25084,18.0,3.0,,,1.0,,,,,,,,Very Low Use
25108,158.0,39.0,,,,1.0,,,,,1.0,,High Use
25126,57.0,4.0,,,,,1.0,,,,,1.0,Low Use
25133,,,,,,,2.0,,,,,,Very Low Use
25135,,,,,1.0,,,,,,,,Very Low Use
25201,,,,,,,,,,,,1.0,Very Low Use
25252,,,,,,,1.0,,,,,,Very Low Use
25338,8.0,4.0,,1.0,1.0,2.0,,,,,,,Very Low Use
25393,,,,,,,,,,,,1.0,Very Low Use
25397,,,,,1.0,,,,,,,,Very Low Use
25425,54.0,38.0,,,,2.0,3.0,,,,,1.0,Medium Use
25428,,,,,1.0,,,,,,,,Very Low Use
25435,76.0,1.0,,,,,1.0,,,,,1.0,Low Use
25529,,,,,1.0,,,,,,,1.0,Very Low Use
25577,,,,,,,,,,,,1.0,Very Low Use
25578,7.0,1.0,1.0,,1.0,,,,,,,,Very Low Use
25590,,,,,3.0,,1.0,,,,,1.0,Very Low Use
25680,,,1.0,,,,,,,,,,Very Low Use
25682,,,1.0,,,,,,,,,,Very Low Use
25683,,,1.0,,,,,,,,,,Very Low Use
25689,,,,,,,,,,,,1.0,Very Low Use
25699,,,,,,,1.0,,,,,,Very Low Use
25721,3.0,3.0,,,,,,,,,,,Very Low Use
25736,,,,,,,1.0,,,,,,Very Low Use
25756,,,,1.0,,,,,,,,,Very Low Use
25813,,,,,1.0,,,,,,,1.0,Very Low Use
25830,,,,,1.0,,,,,,1.0,,Very Low Use
25840,94.0,3.0,,,,,1.0,,,,,3.0,Medium Use
25877,3.0,2.0,,,,,,,,,,,Very Low Use
25886,,,,,1.0,,,,,,,,Very Low Use
25896,25.0,2.0,,1.0,,1.0,,,,,,,Low Use
25904,,,,,1.0,,,,,,,1.0,Very Low Use
25932,9.0,1.0,,,,,,,,,,2.0,Very Low Use
25963,64.0,1.0,,,,,,,,,,,Low Use
25978,,,,,1.0,,,,,,,1.0,Very Low Use
26084,,,,,,,,,,,,1.0,Very Low Use
26101,,,,,,,1.0,,,,,,Very Low Use
26102,,,,,1.0,,,,,,,,Very Low Use
26152,97.0,97.0,,,,1.0,1.0,,,,,,High Use
26196,3.0,3.0,,,,,,,,,,1.0,Very Low Use
26214,,,,,,,1.0,,,,,,Very Low Use
26261,2.0,1.0,,,,,,,,,,1.0,Very Low Use
26276,27.0,7.0,,,1.0,,1.0,,,,,1.0,Low Use
26292,,,,,,,2.0,,,,,1.0,Very Low Use
26315,47.0,2.0,,,1.0,,,,,,,1.0,Low Use
26431,,,,1.0,,,,,,,,1.0,Very Low Use
26481,,,,,,,,,,,,1.0,Very Low Use
26511,,,,1.0,,,,,,,,,Very Low Use
26516,,,,,,,1.0,,,,,,Very Low Use
26529,,,,,1.0,,,,,,,1.0,Very Low Use
26539,,,,,,,2.0,,,,,1.0,Very Low Use
26551,,,,,1.0,,,,,,,1.0,Very Low Use
26570,,,,,1.0,,,,,,,,Very Low Use
26582,41.0,1.0,,,,,,,,,1.0,1.0,Low Use
26584,,,,,,,,,,,1.0,,Very Low Use
26585,62.0,1.0,,,,3.0,,,,,1.0,2.0,Low Use
26586,121.0,1.0,,,,,,,,,1.0,1.0,Medium Use
26687,,,,,1.0,,1.0,,,,,,Very Low Use
26690,9.0,1.0,,,,,1.0,,,,,,Very Low Use
26695,,,,,,,1.0,,,,,1.0,Very Low Use
26717,,,,,,,1.0,,,,,,Very Low Use
26758,197.0,186.0,,1.0,,1.0,,,,,,,Very High Use
26807,32.0,2.0,,,,1.0,,,,,,1.0,Low Use
26829,,,,,,,,,,,,1.0,Very Low Use
26833,110.0,5.0,,1.0,1.0,1.0,2.0,,,,,1.0,Medium Use
26923,1.0,1.0,,,,,,,,,1.0,2.0,Very Low Use
26984,96.0,19.0,,,,,1.0,,,,,1.0,Medium Use
26985,,,,,,,,,,,1.0,1.0,Very Low Use
26986,,,,,,,,,,,,1.0,Very Low Use
