personalid,ESNights,ES,TransitionalHousing,PH,StreetOutReach,ServicesOnly,Other,SafeHaven,PH-NoDis,HomelessPrev,PHRapid,CoordinatedAsses,Usage Cluster
984575,7.0,1.0,,,,,,,,,,,Very Low Use
984576,7.0,1.0,,,,,,,,,,,Very Low Use
984577,,,,,1.0,,,,,,,,Very Low Use
984578,,,,,1.0,,,,,,,,Very Low Use
984579,,,,,1.0,,,,,,,,Very Low Use
984580,2.0,1.0,,,,,,,,,,,Very Low Use
984582,,,,,,,,,,,,1.0,Very Low Use
984583,,,,,,,1.0,,,,,1.0,Very Low Use
984584,,,,,,,1.0,,,,,1.0,Very Low Use
984585,,,,,,,1.0,,,,,1.0,Very Low Use
984586,,,,,,,,,,,,1.0,Very Low Use
984587,,,,,,,1.0,,,,,1.0,Very Low Use
984588,,,,,,,1.0,,,,,1.0,Very Low Use
984589,,,,,,,,,,,,1.0,Very Low Use
984590,,,,,,,1.0,,,,,1.0,Very Low Use
984591,56.0,1.0,,,,,,,,,,1.0,Low Use
984592,,,,,,,2.0,,,,,1.0,Very Low Use
984593,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984594,,,1.0,,,,,,,,,1.0,Very Low Use
984595,,,,,,,,,,,,1.0,Very Low Use
984596,,,,,,,,,,,,1.0,Very Low Use
984597,,,,,,,,,,,,1.0,Very Low Use
984599,,,,,,,,,,,,1.0,Very Low Use
984600,,,,,,,,,,,,1.0,Very Low Use
984601,,,,,,,,,,,,1.0,Very Low Use
984602,,,,,,,,,,,,1.0,Very Low Use
984603,,,,,,,,,,,,1.0,Very Low Use
984604,,,,,,,,,,,,1.0,Very Low Use
984605,,,,,,,,,,,,1.0,Very Low Use
984606,,,,,,,,,,,,1.0,Very Low Use
984607,,,,,,,,,,1.0,,1.0,Very Low Use
984608,,,,,,,,,,1.0,,1.0,Very Low Use
984609,,,,,,,,,,1.0,,1.0,Very Low Use
984610,,,,,,,,,,1.0,,1.0,Very Low Use
984611,,,,,,,,,,1.0,,1.0,Very Low Use
984612,,,,,1.0,,,,,,,1.0,Very Low Use
984614,,,,,,,,,,,,1.0,Very Low Use
984615,,,,,,,,,,,,1.0,Very Low Use
984616,,,,,,,,,,,,1.0,Very Low Use
984617,,,,,,,,,,,,1.0,Very Low Use
984618,,,,,1.0,,,,,,,1.0,Very Low Use
984619,1.0,1.0,,,,,,,,,1.0,1.0,Very Low Use
984620,50.0,1.0,,,,,,,,,1.0,1.0,Low Use
984621,50.0,1.0,,,,,,,,,1.0,1.0,Low Use
984622,50.0,1.0,,,,,,,,,1.0,1.0,Low Use
984623,50.0,1.0,,,,,1.0,,,,1.0,1.0,Low Use
984624,,,,,,,1.0,,,,,,Very Low Use
984625,,,,,,,1.0,,,,,,Very Low Use
984626,,,,,,,1.0,,,,,,Very Low Use
984627,,,,,,,1.0,,,,,,Very Low Use
984628,,,,,,,1.0,,,,,,Very Low Use
984629,,,,,,,1.0,,,,,,Very Low Use
984630,,,,,,,1.0,,,,,,Very Low Use
984631,59.0,1.0,,,,,1.0,,,,1.0,1.0,Low Use
984632,11.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
984633,80.0,1.0,,,1.0,,2.0,,,,,1.0,Low Use
984634,,,,,,,,,,,,1.0,Very Low Use
984635,,,,,,,,,,,,1.0,Very Low Use
984637,,,,,,,,,,,,1.0,Very Low Use
984638,,,,,,1.0,,,,,,,Very Low Use
984639,,,,,,,,,,,,1.0,Very Low Use
984640,,,,,,,,,,,,1.0,Very Low Use
984641,,,,,,,,,,,,1.0,Very Low Use
984642,1.0,1.0,,,,,,,,,2.0,1.0,Very Low Use
984643,56.0,1.0,,,,1.0,,,,,,2.0,Low Use
984644,,,,,,,,,,,1.0,,Very Low Use
984645,,,,,1.0,,,,,,,1.0,Very Low Use
984646,40.0,1.0,,,,,,,,,1.0,,Low Use
984648,,,,,1.0,,,,,,,,Very Low Use
984649,,,,,1.0,,,,,,,,Very Low Use
984650,,,,,1.0,,,,,,,,Very Low Use
984651,,,,,,,,,,,1.0,1.0,Very Low Use
984653,,,,,,,,,,,,1.0,Very Low Use
984654,,,,,,,,,,,,1.0,Very Low Use
984655,,,,,,,,,,,,1.0,Very Low Use
984656,,,,,,,,,,,,1.0,Very Low Use
984657,,,,,,,,,,,,1.0,Very Low Use
984658,,,,,,,,,,,,1.0,Very Low Use
984659,65.0,3.0,,,,1.0,2.0,,,,,1.0,Low Use
984660,,,,,,,,,,,,1.0,Very Low Use
984661,121.0,2.0,,,,,,,,,,2.0,Medium Use
984662,,,,,1.0,,,,,,,,Very Low Use
984663,70.0,2.0,,,,1.0,1.0,,,,,2.0,Low Use
984664,,,,,1.0,,1.0,,,,,1.0,Very Low Use
984665,77.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Low Use
984666,,,,,1.0,,,,,,,,Very Low Use
984667,,,,,,,,,,,,1.0,Very Low Use
984668,,,,,,,,,,,,1.0,Very Low Use
984669,,,,,,,,,,,,1.0,Very Low Use
984670,,,,,,,,,,,1.0,1.0,Very Low Use
984671,,,,,,,,,,,,1.0,Very Low Use
984672,,,,,,,,,,,,1.0,Very Low Use
984673,,,,,,,,,,,1.0,1.0,Very Low Use
984674,,,,,,,,,,,,1.0,Very Low Use
984675,,,,,,,,,,,1.0,,Very Low Use
984676,11.0,1.0,,,,,,,,,,1.0,Very Low Use
984677,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984678,,,,,,,,,,,,1.0,Very Low Use
984679,,,,,,,2.0,,,,,1.0,Very Low Use
984680,,,,,,,1.0,,,,,1.0,Very Low Use
984681,,,,,,,1.0,,,,,,Very Low Use
984682,,,,,,,1.0,,,,,,Very Low Use
984683,119.0,1.0,,,,,1.0,,,,,1.0,Medium Use
984685,,,,,,,1.0,,,,,,Very Low Use
984686,,,,,,,1.0,,,,,,Very Low Use
984687,,,,,,,2.0,,,,,,Very Low Use
984688,119.0,1.0,,,,,,,,,,1.0,Medium Use
984689,,,,,,,,,,,1.0,,Very Low Use
984690,,,,,,,,,,,1.0,,Very Low Use
984691,,,,,,,,,,,1.0,,Very Low Use
984692,,,,,,,,,,,1.0,,Very Low Use
984693,,,,,,,1.0,,,,,,Very Low Use
984694,,,,,,,1.0,,,,,,Very Low Use
984695,,,,,,,1.0,,,,,,Very Low Use
984696,,,,,,,1.0,,,,,1.0,Very Low Use
984697,,,,,,,1.0,,,,,,Very Low Use
984698,,,,,1.0,,,,,,,,Very Low Use
984699,,,,,,,1.0,,,,,,Very Low Use
984700,,,,,,,1.0,,,,,,Very Low Use
984701,,,,,,,1.0,,,,,,Very Low Use
984702,,,,,,,1.0,,,,,,Very Low Use
984703,,,,,,,,,,,,1.0,Very Low Use
984704,,,,,,,1.0,,,,,1.0,Very Low Use
984705,,,,,,,,,,,,1.0,Very Low Use
984706,34.0,1.0,,,,1.0,1.0,,,,,1.0,Low Use
984707,,,,,,,,,,,,1.0,Very Low Use
984708,,,,,,,1.0,,,,,1.0,Very Low Use
984709,,,,,1.0,,,,,,,,Very Low Use
984710,,,,,1.0,,,,,,,,Very Low Use
984711,,,,,1.0,,,,,,,,Very Low Use
984712,,,,,1.0,,,,,,,,Very Low Use
984713,,,,,1.0,,,,,,,,Very Low Use
984714,,,,,1.0,,,,,,,,Very Low Use
984715,,,,,,,,,,,,2.0,Very Low Use
984716,29.0,2.0,,,,1.0,,,,,,2.0,Low Use
984717,,,,,1.0,,,,,,,,Very Low Use
984718,,,,,1.0,,,,,,,,Very Low Use
984719,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984720,,,,,1.0,,,,,,,,Very Low Use
984721,,,,,,,,,,,,1.0,Very Low Use
984722,,,,,1.0,,,,,,,,Very Low Use
984723,,,,,,,,,,,,3.0,Very Low Use
984724,,,,,,,,,,,,1.0,Very Low Use
984725,,,,,1.0,,1.0,,,,,,Very Low Use
984726,,,,,1.0,,,,,,,,Very Low Use
984727,,,,,1.0,,4.0,,,,,1.0,Very Low Use
984728,,,,,,,,,,,,1.0,Very Low Use
984729,3.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
984730,,,,,1.0,,,,,,,,Very Low Use
984731,181.0,1.0,,,,1.0,,,,,,2.0,High Use
984732,,,,,1.0,,,,,,,,Very Low Use
984733,,,,,,,1.0,,,,,,Very Low Use
984734,2.0,1.0,,,,,,,,,,1.0,Very Low Use
984735,123.0,1.0,,,,,,,,,,1.0,Medium Use
984736,53.0,6.0,,,,,1.0,,,,1.0,1.0,Low Use
984737,8.0,1.0,,,,,,,,,,1.0,Very Low Use
984738,,,,,,,,,,,,1.0,Very Low Use
984739,4.0,1.0,,,,,,,,,,2.0,Very Low Use
984740,,,,,1.0,,,,,,,,Very Low Use
984741,,,,,1.0,,,,,,,,Very Low Use
984742,,,,,,,,,,,,1.0,Very Low Use
984743,,,,,,1.0,,,,,,,Very Low Use
984744,,,,,1.0,,,,,,,,Very Low Use
984745,,,,,1.0,,,,,,,,Very Low Use
984746,6.0,1.0,,,1.0,,1.0,,,,,1.0,Very Low Use
984747,,,,,1.0,,,,,,,,Very Low Use
984748,,,,,,,,,,,1.0,1.0,Very Low Use
984749,,,,,1.0,,,,,,,,Very Low Use
984750,77.0,1.0,,,,,,,,,1.0,1.0,Low Use
984751,,,,,,,1.0,,,,,3.0,Very Low Use
984752,,,,,,,1.0,,,,,1.0,Very Low Use
984753,,,,,,,,,,,1.0,1.0,Very Low Use
984754,,,,,,,,,,,1.0,1.0,Very Low Use
984755,,,,,,,,,,,,1.0,Very Low Use
984756,42.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Low Use
984757,26.0,1.0,,,,1.0,1.0,,,,,2.0,Low Use
984758,45.0,2.0,,,,1.0,1.0,,,,,2.0,Low Use
984759,,,1.0,,,,,,,,,1.0,Very Low Use
984760,,,,,,,2.0,,,,1.0,1.0,Very Low Use
984761,,,,,,,,,,,,1.0,Very Low Use
984762,,,,,,,1.0,,,,,1.0,Very Low Use
984763,,,,,,,,,,,,1.0,Very Low Use
984764,,,,1.0,,,,,,,,,Very Low Use
984768,1.0,1.0,,,,,,,,,,,Very Low Use
984769,27.0,1.0,,,1.0,,1.0,,,,,2.0,Low Use
984770,,,,,1.0,,,,,,,,Very Low Use
984772,,,,,1.0,,,,,,,,Very Low Use
984773,,,,,1.0,,,,,,,,Very Low Use
984774,,,,,1.0,,,,,,,,Very Low Use
984775,,,,,1.0,,,,,,,,Very Low Use
984776,,,,,,,1.0,,,,1.0,1.0,Very Low Use
984777,,,,,,,1.0,,,,1.0,1.0,Very Low Use
984778,,,,,,,1.0,,,,1.0,1.0,Very Low Use
984779,,,,,,,1.0,,,,1.0,1.0,Very Low Use
984780,,,,,1.0,,,,,,,,Very Low Use
984781,,,,,1.0,,,,,,,,Very Low Use
984782,,,,,1.0,,,,,,,,Very Low Use
984783,,,,,1.0,,,,,,,,Very Low Use
984784,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
984785,31.0,1.0,,,,,,,,,1.0,1.0,Low Use
984786,12.0,1.0,,,,,,,,,,1.0,Very Low Use
984787,17.0,3.0,,,1.0,1.0,2.0,,,,,1.0,Very Low Use
984788,10.0,1.0,,,,,2.0,,,,,1.0,Very Low Use
984789,91.0,1.0,,,,,2.0,,,,,1.0,Medium Use
984790,,,,,,,1.0,,,,,,Very Low Use
984791,99.0,1.0,,,,,1.0,,,,,1.0,Medium Use
984792,,,,,,,2.0,,,,,,Very Low Use
984793,,,,,,,1.0,,,,,,Very Low Use
984794,,,,,,,1.0,,,,,,Very Low Use
984795,,,,,,,,,,,1.0,1.0,Very Low Use
984796,,,,,,,,,,,,1.0,Very Low Use
984797,,,,,1.0,,,,,,,1.0,Very Low Use
984798,,,,,,,1.0,,,,,,Very Low Use
984799,,,,,,,,,,,,1.0,Very Low Use
984800,,,,,,,,,,,,1.0,Very Low Use
984801,,,,,,,,,,,,1.0,Very Low Use
984802,,,,,1.0,,,,,,,1.0,Very Low Use
984803,,,,,,,1.0,,,,,,Very Low Use
984804,64.0,1.0,,,,,,,,,,1.0,Low Use
984805,,,,,1.0,,,,,,,1.0,Very Low Use
984806,,,,,1.0,,,,,,,1.0,Very Low Use
984807,,,,,,,1.0,,,,,,Very Low Use
984809,120.0,1.0,,,,,,,,,,1.0,Medium Use
984810,,,,,,,1.0,,,,1.0,3.0,Very Low Use
984811,,,,,,,1.0,,,,,1.0,Very Low Use
984812,,,,,,,,,,,,1.0,Very Low Use
984813,,,,,1.0,,1.0,,,,,1.0,Very Low Use
984814,1.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
984815,,,,,2.0,,,,,,,,Very Low Use
984816,,,,,,,,,,,,1.0,Very Low Use
984817,,,,,,,,,,,,1.0,Very Low Use
984818,,,,,,,,,,,,1.0,Very Low Use
984819,,,,,,,,,,,,1.0,Very Low Use
984820,,,,,1.0,,,,,,,,Very Low Use
984821,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
984822,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
984823,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
984824,,,,,,,1.0,,,,,1.0,Very Low Use
984826,,,,,,,,,,,,3.0,Very Low Use
984827,,,,,,,,,,,,2.0,Very Low Use
984828,22.0,1.0,,,,,,,,,,2.0,Very Low Use
984829,,,,,1.0,,,,,,,,Very Low Use
984830,51.0,1.0,,,,,1.0,,,,,1.0,Low Use
984831,51.0,1.0,,,,,1.0,,,,,1.0,Low Use
984832,31.0,3.0,,,1.0,,,,,,1.0,2.0,Low Use
984833,120.0,1.0,,,,,,,,,,1.0,Medium Use
984834,,,,,,,1.0,,,,,,Very Low Use
984835,,,,,,,2.0,,,,,,Very Low Use
984836,,,,,1.0,,,,,,,,Very Low Use
984837,,,,,,,,,,,,1.0,Very Low Use
984838,,,,,1.0,,,,,,,,Very Low Use
984839,,,,,,,1.0,,,,,,Very Low Use
984840,1.0,1.0,,,,,,,,,,,Very Low Use
984841,1.0,1.0,,,,,,,,,,,Very Low Use
984842,9.0,2.0,,,,,,,,,,1.0,Very Low Use
984843,,,,,,,1.0,,,,,,Very Low Use
984844,96.0,1.0,,,,,,,,,,1.0,Medium Use
984845,,,,,,,,,,,,1.0,Very Low Use
984846,,,,,,,2.0,,,,,1.0,Very Low Use
984847,35.0,1.0,1.0,,,,,,,,,1.0,Low Use
984848,,,,,,,,,,,,1.0,Very Low Use
984849,,,,,,,,,,,,1.0,Very Low Use
984850,,,,,,,,,,,,1.0,Very Low Use
984851,33.0,1.0,,,,,,,,,,,Low Use
984852,,,,,,,1.0,,,,,,Very Low Use
984854,1.0,1.0,,,,,,,,,,,Very Low Use
984855,,,,,,,,,,,,1.0,Very Low Use
984856,,,,,,,,,,,1.0,,Very Low Use
984857,,,,,,,,,,,,1.0,Very Low Use
984858,,,,,,,,,,,,1.0,Very Low Use
984859,,,,,,,,,,,,1.0,Very Low Use
984860,,,,,,,1.0,,,,,,Very Low Use
984861,,,,,,,,,,,,1.0,Very Low Use
984862,,,,,,,1.0,,,,,1.0,Very Low Use
984864,,,,,,,2.0,,,,,1.0,Very Low Use
984865,,,,,,,,,,,1.0,1.0,Very Low Use
984866,,,,,,,,,,,1.0,,Very Low Use
984867,,,,,,,,,,,1.0,1.0,Very Low Use
984868,,,,,,,1.0,,,,,1.0,Very Low Use
984869,,,,,,,,,,,1.0,1.0,Very Low Use
984870,,,,,,,,,,,1.0,1.0,Very Low Use
984871,,,,,,1.0,,,,,,,Very Low Use
984872,,,,,1.0,,,,,,,,Very Low Use
984873,,,,,,,,,,,,1.0,Very Low Use
984874,,,,,1.0,,,,,,,1.0,Very Low Use
984875,,,,,1.0,,,,,,,1.0,Very Low Use
984876,,,,,1.0,,,,,,,1.0,Very Low Use
984877,,,,,1.0,,,,,,,1.0,Very Low Use
984878,1.0,1.0,,,,,,,,,,,Very Low Use
984879,,,,,,,1.0,,,,,,Very Low Use
984880,,,,,,,1.0,,,,,,Very Low Use
984881,51.0,1.0,,,,,1.0,,,,,1.0,Low Use
984882,24.0,1.0,,,,1.0,2.0,,,,,2.0,Low Use
984883,56.0,1.0,,,,,2.0,,,,,1.0,Low Use
984884,37.0,1.0,,,,,1.0,,,,,1.0,Low Use
984885,1.0,1.0,,,,1.0,1.0,,,,,1.0,Very Low Use
984886,,,,,,,,,,,,1.0,Very Low Use
984887,166.0,1.0,,,,,,,,,,1.0,High Use
984888,,,,,,1.0,,,,,,,Very Low Use
984889,6.0,1.0,,,,,,,,,,1.0,Very Low Use
984890,,,,,,,2.0,,,,,1.0,Very Low Use
984891,,,,,,,2.0,,,,,1.0,Very Low Use
984892,,,,,,,,,,,,1.0,Very Low Use
984893,,,,,,,2.0,,,,,,Very Low Use
984894,,,,,,,1.0,,,,,1.0,Very Low Use
984895,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984896,,,,,,,,,,,,1.0,Very Low Use
984897,,,,,,,1.0,,,,,,Very Low Use
984898,,,,,,,1.0,,,,,,Very Low Use
984899,,,,,,,1.0,,,,,,Very Low Use
984900,,,,,1.0,,,,,,,1.0,Very Low Use
984901,,,,,,,,,,,,1.0,Very Low Use
984902,,,,,,,,,,,,1.0,Very Low Use
984903,,,,,,,1.0,,,,,1.0,Very Low Use
984904,,,,1.0,,,,,,,,,Very Low Use
984905,,,,,,,1.0,,,,,,Very Low Use
984906,,,,,,,1.0,,,,,,Very Low Use
984907,,,,,,,1.0,,,,,,Very Low Use
984908,,,,,,,1.0,,,,,,Very Low Use
984909,78.0,2.0,,,1.0,,1.0,,,,,1.0,Low Use
984910,78.0,2.0,,,1.0,,,,,,,1.0,Low Use
984911,,,,,,,,,,,,1.0,Very Low Use
984912,,,,,,,,,,,,1.0,Very Low Use
984913,,,,,,,,,,,,1.0,Very Low Use
984914,,,,1.0,,,,,,,,,Very Low Use
984915,3.0,1.0,,,,,,,,,1.0,3.0,Very Low Use
984916,85.0,1.0,,,,,,,,,1.0,1.0,Medium Use
984917,,,1.0,,,,,,,,,,Very Low Use
984918,,,2.0,,,,,,,,,,Very Low Use
984919,,,2.0,,,,,,,,,,Very Low Use
984920,,,,,,2.0,2.0,,,,,1.0,Very Low Use
984921,,,,,,,,,,,1.0,1.0,Very Low Use
984922,20.0,1.0,,,,,,,,,,1.0,Very Low Use
984923,1.0,1.0,,,,,,,,,,,Very Low Use
984924,,,,,,,1.0,,,,,1.0,Very Low Use
984925,,,,,,,,,,,,1.0,Very Low Use
984926,,,,,,,,,,,,1.0,Very Low Use
984927,,,,,,,,,,,,1.0,Very Low Use
984928,,,,,,,,,,,,1.0,Very Low Use
984929,,,,,,,,,,,,1.0,Very Low Use
984930,15.0,2.0,,,2.0,,,,,,,2.0,Very Low Use
984931,,,,,,,1.0,,,,,,Very Low Use
984932,,,,,,,1.0,,,,,,Very Low Use
984933,,,,,,,1.0,,,,,,Very Low Use
984934,,,,,,,,,,,,2.0,Very Low Use
984935,85.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
984936,,,,,,,,,,,,2.0,Very Low Use
984937,85.0,1.0,,,,,,,,,1.0,1.0,Medium Use
984938,1.0,1.0,,,,,,,,,,,Very Low Use
984939,,,,,,,,,,,,2.0,Very Low Use
984940,,,,,,,,,,,,2.0,Very Low Use
984945,2.0,1.0,1.0,,,,,,,,,1.0,Very Low Use
984946,,,,,1.0,,,,,,,,Very Low Use
984947,,,,,,,1.0,,,,,,Very Low Use
984949,,,,,,,1.0,,,,,,Very Low Use
984950,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984951,,,,,1.0,,,,,,,,Very Low Use
984952,,,,,,,1.0,,,,,,Very Low Use
984953,,,,,1.0,,,,,,,1.0,Very Low Use
984954,,,,,1.0,,,,,,,1.0,Very Low Use
984955,2.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
984956,105.0,3.0,,,,,1.0,,,,,1.0,Medium Use
984957,,,,,,,1.0,,,,,,Very Low Use
984958,,,,,,,,1.0,,,,1.0,Very Low Use
984959,25.0,5.0,,,,,1.0,,,,,1.0,Low Use
984960,98.0,1.0,,,,,,,,,,1.0,Medium Use
984961,,,,,,,1.0,,,,,,Very Low Use
984962,29.0,1.0,,,,,,,,,,1.0,Low Use
984963,,,,,,,,,,,,1.0,Very Low Use
984964,46.0,1.0,,,,,3.0,,,,1.0,1.0,Low Use
984965,,,,,1.0,,,,,,,,Very Low Use
984966,5.0,1.0,,,1.0,,,,,,,,Very Low Use
984967,,,,,,,2.0,,,,,2.0,Very Low Use
984968,104.0,1.0,,,,,,,,,,1.0,Medium Use
984969,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984970,,,,,1.0,,,,,,,,Very Low Use
984971,69.0,1.0,,,,,,,,,1.0,1.0,Low Use
984972,123.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
984973,,,,,1.0,,,,,,,,Very Low Use
984974,,,,,1.0,,2.0,,,,,1.0,Very Low Use
984975,,,,,1.0,,,,,,,1.0,Very Low Use
984976,,,,,,,,1.0,,,,1.0,Very Low Use
984977,,,,,,,1.0,,,,,,Very Low Use
984978,,,,,,,1.0,,,,,1.0,Very Low Use
984979,28.0,1.0,,,1.0,,2.0,,,,,1.0,Low Use
984980,,,,,,,,,,,,1.0,Very Low Use
984982,,,,1.0,,,,,,,,,Very Low Use
984983,54.0,1.0,,,,,,,,,,2.0,Low Use
984984,,,,,1.0,,2.0,,,,,,Very Low Use
984985,,,,,1.0,,1.0,,,,,,Very Low Use
984986,22.0,4.0,,,,,,,,,1.0,2.0,Low Use
984987,1.0,1.0,,,,,,,,,,,Very Low Use
984988,3.0,1.0,,,,,,,,,,,Very Low Use
984989,,,,,,,,,,,,1.0,Very Low Use
984990,4.0,1.0,1.0,,,,,,,,,1.0,Very Low Use
984991,,,,,1.0,,,,,,,,Very Low Use
984992,,,,,,,,,,,1.0,,Very Low Use
984993,,,,,1.0,,,,,,,,Very Low Use
984994,,,,,1.0,,1.0,,,,,1.0,Very Low Use
984995,5.0,1.0,,,,,,,,,,,Very Low Use
984996,48.0,1.0,,,,,,,,,,2.0,Low Use
985000,63.0,1.0,,,,,1.0,,,,1.0,1.0,Low Use
985001,,,,,1.0,,,,,,,,Very Low Use
985002,,,,,1.0,,,,,,,,Very Low Use
985003,,,,,1.0,,,,,,,,Very Low Use
985004,53.0,1.0,,,,,1.0,,,,,1.0,Low Use
985006,,,,,,,2.0,,,,,,Very Low Use
985007,4.0,1.0,,,,,,,,,,3.0,Very Low Use
985008,70.0,3.0,,,,,1.0,,,,,1.0,Low Use
985009,,,,,1.0,,3.0,,,,,,Very Low Use
985010,,,,,,,,,,,,1.0,Very Low Use
985011,,,1.0,,,,,,,,,1.0,Very Low Use
985012,,,,,,,,,,1.0,,,Very Low Use
985013,,,,,,,1.0,,,,,,Very Low Use
985014,4.0,2.0,,,,,1.0,,,,,1.0,Very Low Use
985015,,,,,,,1.0,,,,,,Very Low Use
985016,,,,,,,1.0,,,,,,Very Low Use
985017,,,,,,,1.0,,,,,,Very Low Use
985018,,,,,,,1.0,,,,,,Very Low Use
985019,,,,,,,2.0,,,,,,Very Low Use
985020,,,,,,,,,,,1.0,1.0,Very Low Use
985021,,,,,,,2.0,,,,,,Very Low Use
985022,,,,,,,1.0,,,,,,Very Low Use
985023,117.0,1.0,,,,,1.0,,,,,1.0,Medium Use
985024,,,,,,,1.0,,,,,,Very Low Use
985025,,,,,,,1.0,,,,,,Very Low Use
985026,,,,,,,1.0,,,,,,Very Low Use
985027,,,,,,,,,,,,1.0,Very Low Use
985028,,,,,,,,,,,,1.0,Very Low Use
985029,,,,,,,,,,1.0,,,Very Low Use
985030,,,,,,,,,,1.0,,,Very Low Use
985031,,,,,,,3.0,,,,,,Very Low Use
985032,,,,,,,2.0,,,,,,Very Low Use
985033,,,,,,,1.0,,,,,,Very Low Use
985035,,,,,,,1.0,,,,,1.0,Very Low Use
985036,,,,,,,1.0,,,,,,Very Low Use
985037,56.0,1.0,,,,,1.0,,,,,2.0,Low Use
985038,,,,,,,,,,,,1.0,Very Low Use
985039,,,,,,,2.0,,,,,,Very Low Use
985040,,,,,,,,,,,,1.0,Very Low Use
985041,,,,,,,1.0,,,,,,Very Low Use
985042,,,,,1.0,,,,,,,,Very Low Use
985043,,,,,,,1.0,,,,1.0,1.0,Very Low Use
985044,,,,,,,1.0,,,,1.0,1.0,Very Low Use
985045,,,,,,,,,,,1.0,1.0,Very Low Use
985046,,,,,,,1.0,,,,,,Very Low Use
985047,,,,,,,1.0,,,,,,Very Low Use
985048,,,,,,,1.0,,,,,,Very Low Use
985049,,,,,,,1.0,,,,,,Very Low Use
985050,,,,,,,1.0,,,,,,Very Low Use
985052,80.0,1.0,,,,,,,,,,1.0,Low Use
985053,,,,,,,,,,,,1.0,Very Low Use
985054,93.0,1.0,,,,,,,,,1.0,1.0,Medium Use
985055,,,,,,,,,,,,1.0,Very Low Use
985056,,,,,,,2.0,,,,,,Very Low Use
985057,,,1.0,,,,,,,,,1.0,Very Low Use
985058,,,1.0,,,,,,,,,1.0,Very Low Use
985059,,,1.0,,,,,,,,,1.0,Very Low Use
985060,,,1.0,,,,,,,,,1.0,Very Low Use
985061,,,1.0,,,,,,,,,,Very Low Use
985062,,,1.0,,,,,,,,,,Very Low Use
985063,,,1.0,,,,,,,,,,Very Low Use
985064,154.0,1.0,,,,,,,,,,1.0,Medium Use
985065,,,1.0,,,,,,,,,,Very Low Use
985066,,,,,,,,,,,,1.0,Very Low Use
985067,,,,,,,,,,,,1.0,Very Low Use
985068,,,,,,,,,,,,1.0,Very Low Use
985069,,,,,,,,,,,,1.0,Very Low Use
985070,,,,,,,,,,,,1.0,Very Low Use
985071,,,,,,1.0,,,,,,,Very Low Use
985072,,,1.0,,,,,,,,,,Very Low Use
985073,,,1.0,,,,,,,,,,Very Low Use
985074,,,1.0,,,,,,,,,,Very Low Use
985075,,,,,1.0,,,,,,,,Very Low Use
985076,,,,,1.0,,,,,,,,Very Low Use
985077,127.0,1.0,,,,,2.0,,,,,1.0,Medium Use
985078,127.0,1.0,,,,,1.0,,,,,1.0,Medium Use
985079,,,,,,,1.0,,,,,1.0,Very Low Use
985080,,,,,1.0,,,,,,,,Very Low Use
985081,86.0,1.0,,,,,1.0,,,,,1.0,Medium Use
985082,101.0,1.0,,,,,1.0,,,,,1.0,Medium Use
985083,92.0,1.0,,,1.0,,1.0,,,,,1.0,Medium Use
985084,92.0,1.0,,,1.0,,1.0,,,,,1.0,Medium Use
985085,,,,,,,,,,,,1.0,Very Low Use
985086,,,,,,,,,,,,1.0,Very Low Use
985087,5.0,2.0,,,1.0,,,,,,,2.0,Very Low Use
985088,,,,,,,1.0,,,,,1.0,Very Low Use
985089,,,,,,,1.0,,,,,1.0,Very Low Use
985090,,,,,,,1.0,,,,,1.0,Very Low Use
985091,,,,,,,1.0,,,,,1.0,Very Low Use
985092,,,,,,,1.0,,,,,1.0,Very Low Use
985093,75.0,1.0,,,,,,,,,,1.0,Low Use
985094,,,,,,,,,,,,1.0,Very Low Use
985095,75.0,1.0,,,,,,,,,,1.0,Low Use
985099,,,,,,,1.0,,,,,,Very Low Use
985100,1.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
985101,,,,,,,1.0,,,,,,Very Low Use
985102,47.0,2.0,,,,,2.0,,,,,2.0,Low Use
985104,119.0,1.0,,,,,,,,,,2.0,Medium Use
985105,,,,,,,,,,,,1.0,Very Low Use
985107,,,,,,,2.0,,,,,,Very Low Use
985108,,,,,,,1.0,,,,,1.0,Very Low Use
985109,7.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
985110,,,,,,,,,,,,1.0,Very Low Use
985111,,,,,,,2.0,,,,,,Very Low Use
985112,,,,,,,2.0,,,,,,Very Low Use
