"personalid","projecttype_1_bednights","projecttype_1_count","projecttype_2_count","projecttype_3_count","projecttype_4_count","projecttype_6_count","projecttype_7_count","projecttype_8_count","projecttype_10_count","projecttype_12_count","projecttype_13_count","projecttype_14_count"
980307,,,,,,,2,,,,,1
980308,,,,,,,1,,,,,
980309,,,1,,,,,,,,,
980311,,,1,,,,,,,,,
980312,,,1,,,,,,,,,
980313,34,1,,,,,,,,,,1
980314,,,,,1,,,,,,1,1
980315,,,,,1,,,,,,1,1
980316,16,1,,,,,,,,,,1
980317,16,1,,,,,,,,,,1
980318,17,2,,,,,,,,,,1
980319,17,2,,,,,,,,,,1
980320,17,2,,,,,,,,,,1
980321,,,,,1,,,,,,,
980322,,,,,1,,,,,,,1
980323,,,,,,,,,,,,1
980324,,,,,,,,,,,,1
980325,93,1,,,,,1,,,,1,1
980326,,,,,,,,,,,,1
980327,93,1,,,,,,,,,1,1
980328,93,1,,,,,,,,,1,1
980329,93,1,,,,,,,,,1,1
980330,93,1,,,,,,,,,1,1
980331,,,,,,,,,,,,1
980332,,,,,,,,,,,,1
980333,,,,,1,,,,,,1,1
980334,,,,,,,,,,,,1
980335,,,1,,,,,,,,,
980337,,,1,,,,,,,,,
980338,,,1,,,,,,,,,
980339,,,1,,,,,,,,,
980340,,,,,,,,,,,,1
980341,63,2,,,,1,1,,,,1,2
980342,,,,,,,,,,,,1
980343,,,,,1,,,,,,,
980344,63,2,,,,1,1,,,,1,2
980346,34,1,,,,,,,,,,2
980347,34,1,,,,,,,,,,2
980348,,,,,1,,,,,,,
980349,,,,,1,,,,,,,
980350,,,,,1,,,,,,,
980352,,,,,1,,,,,,,
980353,,,,,2,,,,,,,
980354,,,,,,1,,,,,,
980355,,,,,,,1,,,,,
980356,,,,,1,,,,,,,
980357,,,,,1,,,,,,,
980358,,,,,2,,1,,,,,
980359,15,1,,,,,,,,,,2
980360,,,,,,,1,,,,,
980361,,,,,1,,,,,,,
980362,,,,,1,,,,,,,
980363,,,,,1,,,,,,,
980364,,,,,1,,,,,,,
980365,,,,,1,,,,,,,
980367,,,,,1,,,,,,,
980368,1,1,,,,,,,,,1,1
980369,50,2,,,,,2,,,,2,2
980370,,,,,1,,,,,,,
980371,22,3,,,,,,,,,,1
980372,28,1,,,,,1,,,,,1
980373,,,,,,1,,,,,,
980374,32,2,,,,,,,,,,
980375,1,1,,,,,,,,,1,1
980376,32,2,,,,,,,,,,
980377,16,4,,,,1,,,,,,
980378,73,4,1,,,,1,,,,,1
980379,36,5,,,,1,,,,,,
980380,,,,,,,,,,,,1
980381,142,1,,,,,,,,,1,2
980382,,,,,,,,,,,,1
980383,,,,,,,,,,,,1
980384,,,,,,,,,,,,1
980385,89,6,,,,1,2,,,,,1
980386,107,1,,,,,,,,,,2
980387,,,,,,,,,,,1,1
980388,,,,,,,,,,,1,1
980389,,,,,,,1,,,,1,1
980390,84,6,,,,,,,,,,1
980391,,,,,,,,,,,,1
980392,,,,,,,,,,,,1
980393,,,,,,,,,,,,1
980394,,,,,,,,,,,,1
980395,19,1,,,,,,,,,,
980396,,,,,,,,,,,,2
980397,,,,,,,,,,,,2
980398,,,,,,,,,,,,2
980399,,,,,,,,,,,,2
980400,,,1,,,,,,,,,
980401,,,1,,,,,,,,,
980402,,,1,,,,,,,,,
980403,,,1,,,,,,,,,
980404,,,,,1,,,,,,,
980405,,,,,1,,,,,,1,1
980406,,,,1,,,,,,,,
980407,,,,,,,,,,,,1
980408,,,,,1,,,,,,1,1
980409,,,,,1,,,,,,1,1
980410,,,,,1,,,,,,1,1
980411,,,,,1,,,,,,1,1
980412,39,2,,,,1,,,,,,2
980413,,,,,,,,,,,,1
980414,,,,,1,,,,,,,1
980416,,,,,1,,,,,,,
980417,,,,,1,,,,,,,
980418,4,1,,,,,,,,,,
980420,1,1,,,,,,,,,,
980421,,,1,,,,,,,,,1
980422,1,1,,,,,,,,,,
980423,91,7,,,,1,3,,,,,2
980424,,,,,,,,,,,,1
980425,1,1,,,,,,,,,,
980426,,,,,,,,,,,,1
980427,,,,,,,,,,,,1
980428,,,,,,,,,,,,1
980430,,,,,2,,,,,,,
980432,4,1,,,,,,,,,,3
980433,113,1,,,,,,,,,1,1
980434,121,1,,,,,,,,,,1
980435,,,,,,,,,,,,1
980436,,,,,,,2,,,,,
980437,28,1,,,,,,,,,,1
980438,,,1,,,,,,,,1,2
980439,6,1,1,,,,,,,,,2
980440,,,,,,,1,,,,,
980441,,,,,2,,2,,,,2,1
980443,1,1,,,,,,,,,1,2
980444,,,,,,,,,,,,1
980445,20,1,,,,,,,,,,2
980446,,,,,,,,,,,1,1
980448,2,2,,,,,2,,,,,
980449,,,,,,,,,,,,1
980450,,,,,,,1,,,,,
980451,12,1,,,,,,,,,,1
980452,111,8,,,,1,2,,,,,1
980453,,,,,,,,,,,,1
980454,53,1,,,,,,,,,,1
980455,145,1,,,,,,,,,1,1
980456,,,,,,,,,,,,1
980457,,,1,,,,,,,,,1
980458,,,,1,,,,,,,,
980459,42,1,,,,,,,,,,
980460,,,,,,1,,,,,,
980461,241,2,,,,,2,,,,1,2
980462,,,,,,,,,,,,1
980463,,,,,,,,,,,,2
980464,4,1,,,,,,,,,,
980465,,,,,,,,,,,,2
980466,,,,,,,,,,,,2
980467,,,,,,,1,,,,,
980468,29,1,,,,,,,,,,2
980470,3,1,,,,,,,,,,2
980471,241,2,,,,,1,,,,1,2
980472,,,,,,,,,,,,1
980473,4,2,,,,,,,,,,1
980474,,,,,,,,,,,,1
980475,,,,,,,,,,,,1
980476,87,1,,,,,,,,,,1
980477,,,,,1,,,,,,,
980478,,,,,1,,,,,,,
980479,,,,,1,,,,,,,
980480,4,2,,,,,1,,,,,
980481,,,,,1,,,,,,,
980484,3,1,,,,,,,,,,1
980485,,,,,1,,,,,,,
980487,,,,,1,,,,,,,
980488,,,,,1,,,,,,,
980489,,,,,,,,,,,1,
980490,,,,,1,,,,,,,
980491,14,4,,,,,1,,,,,2
980492,2,1,,,,,,,,,,1
980493,,,,,,,,,,,,1
980494,,,,,1,,,,,,,1
980495,76,4,,,,,1,,,,,1
980496,,,,1,1,,,,,,,1
980497,,,,,1,,,,,,,
980498,,,,,1,,,,,,,
980499,,,,,1,,,,,,,
980500,,,,,1,,,,,,,
980501,,,,,1,,,,,,,
980502,,,,,1,,,,,,,
980503,90,1,,,,,2,,,,,2
980504,,,,,1,,,,,,,1
980505,,,,,1,,,,,,,
980506,,,,,1,,,,,,,
980507,141,1,,,,2,,,,,1,3
980508,,,,,1,,,,,,,
980509,,,,,1,,,,,,,
980510,,,,,,,,,,,,1
980511,,,,,,,1,,,,,
980513,,,,,1,,,,,,,2
980514,,,,,,,1,,,,,1
980515,,,,1,1,,,,,,,1
980516,5,1,,,,,,,,,,1
980517,,,,,1,,,,,,,1
980518,,,,,1,,1,,,,,2
980519,,,,,1,,1,,,,,2
980520,,,,1,1,,,,,,,1
980521,,,,,,,1,,,,,
980522,,,,,,,,,,,,1
980523,,,,1,1,,,,,,,1
980524,,,,1,1,,,,,,,1
980525,,,2,,2,,,,,,,1
980526,,,,,2,,,,,,,2
980527,,,,,1,,,,,,,1
980528,,,,1,1,,,,,,,1
980529,8,1,,,,,1,,,,,2
980530,,,,1,1,,,,,,,1
980531,,,,,,,,,,,,1
980532,,,,,1,,,,,,,1
980533,,,,,,,,,,,,2
980534,,,,,1,,,,,,,1
980535,,,,,1,,,,,,,1
980536,,,,1,1,,,,,,,1
980537,,,,,1,,,,,,,1
980538,,,,,1,,,,,,,1
980540,,,,,,,,,,,,2
980541,,,,,,,,,,,,2
980542,,,,,,,,,,,,2
980543,,,,,,,,,,,,2
980544,,,,,,,,,,,,1
980545,,,,1,1,,,,,,,1
980546,,,,1,1,,,,,,,1
980547,22,2,,,1,,1,,,,,1
980548,,,,1,,,,,,,,1
980550,,,,,,,,,,,,1
980551,23,1,,,,1,,,,,,1
980552,34,1,1,,,,,,,,,1
980553,93,1,,,,,1,,,,,2
980554,34,1,1,,,,,,,,,1
980555,34,1,1,,,,,,,,,1
980556,,,,,1,,,,,,,1
980557,1,1,,,,,,,,,,
980559,,,1,,,,,,,,1,1
980560,2,2,,,,,,,,,,
980561,2,2,,,,,,,,,,
980562,3,1,,,,,,,,,1,2
980563,,,,,,,,,,,,1
980564,144,1,,,,,,,,,1,2
980565,,,,1,,,,,,,,
980566,94,7,,,,,2,,,,,1
980567,,,,,,,1,,,,,
980568,110,1,,,,,1,,,,,3
980569,104,1,,,2,,,,,,,1
980570,104,1,,,2,,1,,,,,1
980571,104,1,,,2,,,,,,,1
980572,166,3,,,,,,,,,,2
980573,45,2,,,,,,,,,,1
980574,,,1,,,,1,,,,,2
980575,110,6,,,2,1,1,,,,1,2
980576,,,,,,,,,,,,1
980577,,,,,,,,,,,,1
980578,,,,,,,,,,,,1
980579,,,,,,,,,,,,1
980580,,,,,,,,,,,,1
980581,101,1,,,,,1,,,,1,1
980582,101,1,,,,,1,,,,1,1
980583,19,1,,,,,,,,,,
980584,5,1,,,,,,,,,,
980585,7,1,,,,,,,,,,
980586,2,2,,,,,1,,,,,1
980587,1,1,,,,,,,,,,1
980588,,,,,,,,,,,,1
980589,,,,,,,1,,,,,
980590,,,,,1,,,,,,,
980591,,,,,,,,,,,,1
980592,3,2,,,1,,,,,,,1
980593,,,,,,,1,,,,,
980594,,,,,1,,,,,,,1
980595,44,1,,,1,,,,,,1,1
980596,44,1,,,1,,,,,,1,1
980597,,,,,,,,,,,,1
980598,,,,,,,,,,,,2
980599,,,,,,,,,,,,1
980600,,,,,,,,,,,,1
980601,,,,,,,,,,,,1
980602,,,,,,,,,,,,1
980603,99,1,,,,1,,,,,,1
980604,125,1,,,,,,,,,,1
980605,,,1,,,,,,,,1,1
980606,,,,,1,,,,,,1,
980607,,,,,1,,1,,,,1,
980608,19,1,1,,,,,,,,,1
980609,19,1,1,,,,,,,,,1
980610,19,1,1,,,,,,,,,1
980611,19,1,1,,,,,,,,,1
980612,19,1,1,,,,,,,,,1
980613,,,,,,,,,,,,1
980614,,,,,,,,,,,,1
980615,,,,,,,,,,,,1
980616,,,,,,,,,,,1,1
980617,98,1,,,1,,,,,,,1
980618,7,1,,,,,,,,,1,1
980619,,,1,,,,,,,,,
980620,,,,,,,,,,,,1
980621,,,,,,,,,,,,1
980622,,,,,,,1,,,,1,1
980623,11,6,,,,,3,,,,,1
980624,,,,1,,,,,,,,
980625,98,1,,,1,,,,,,,1
980626,98,1,,,1,,,,,,,1
980627,,,,,,,,,,,,2
980628,19,1,,,3,,,,,,,1
980629,,,,,1,,,,,,,1
980630,,,,1,,,,,,,,
980631,63,1,,,,,1,,,,1,1
980632,,,,1,,,,,,,,
980633,,,,1,,,,,,,,
980634,,,,,,,,,,,,2
980635,,,,,1,,,,,,,
980636,,,,,1,,,,,,,1
980637,,,,,2,,,,,,,1
980638,4,1,,,,,1,,,,,2
980639,,,,,,,1,,,,,
980640,,,,,,,2,,,,,
980641,1,1,,,,,,,,,,1
980642,,,,,,,1,,,,,
980643,,,1,,,,,,,,,
980644,,,,1,,,,,,,,
980645,2,1,,,,,,,,,,1
980646,38,1,,,,,,,,,,1
980647,,,,,,1,,,,,,1
980648,49,1,,,,,1,,,,,2
980649,,,,,,,,,,,,1
980650,,,,,,,,,,,,1
980651,,,,,,,,,,,,1
980652,,,,,,,,,,,,1
980653,,,,,,,,,,,,1
980654,,,,1,,,,,,,,1
980655,,,,,,,,,,,,1
980656,105,1,,,,,,,,,,1
980657,,,,1,,,,,,,,1
980658,,,,,,,1,,,,,1
980659,,,1,,,,,,,,,
980660,,,,,1,,,,,,,1
980661,,,,,,,,,,,,1
980662,,,,,,,,,,,,1
980663,,,,,,,,,,,,1
980664,,,,,,,,,,,,2
980665,,,,,,,,,,,,2
980666,,,,,,,,,,,,2
980667,,,,,,,,,,,,2
980668,,,,,,,,,,,,2
980669,14,1,,,,,1,,,,,2
980670,,,,1,,,,,,,,1
980671,,,,,,,1,,,,,1
980672,56,1,,,1,,,,,,1,1
980673,,,,,,,1,,,,,1
980674,,,,,,,,,,,,1
980675,,,,,,,,,,,,1
980681,85,1,,,,,,,,,,1
980682,85,1,,,,,,,,,,1
980683,111,3,,,,,,,,,,2
980684,,,,,,,,,,,,1
980686,,,,,,,,,,,,1
980687,,,,,,,,,,,,1
980688,,,,,,,,,,,,1
980689,,,,,,,,,,,,1
980690,8,3,,,1,,,,,,,1
980691,17,3,,,,1,1,,,,,2
980692,,,1,,,,,,,,,
980693,,,,,,,,,,,,1
980694,,,,,,,,,,,,1
980695,1,1,,,,,,,,,,1
980696,,,,,,,1,,,,,
980697,,,,,,,,,,1,,
980698,,,,,1,,,,,,,1
980699,,,,,,,,,,1,,
980700,,,,,1,,,,,,,
980701,6,1,,,,,,,,,,
980702,,,,,1,,,,,,,
980703,7,2,,,,,,,,,,
980704,7,2,,,,,,,,,,
980705,52,1,,,,,,,,,,1
980706,52,1,,,,,,,,,,1
980707,21,1,,,,,,,,,,1
980708,4,1,,,,,,,,,,2
980709,,,,,,,1,,,,,
980710,,,,,,,3,,,,,
980711,,,,,,,2,,,,,
980712,,,,,,,,,,,,1
980713,,,,,1,,,,,,,
980714,,,,,1,,,,,,,
980715,64,2,,,,1,,,,,,1
980716,,,,,1,,,,,,,
980717,,,,,1,,,,,,,
980718,,,,,1,,,,,,,
980719,,,,,,,2,,,,,
980720,,,,,,,1,,,,,
980721,21,1,,,,1,1,,,,,1
980722,,,1,,,,,,,,,
980723,,,,,,1,,,,,,1
980724,,,,,,,,,,,,1
980725,,,,,,1,,,,,,1
980726,62,2,,,,,2,,,,,2
980727,177,1,,,,,,,,,,3
980728,26,2,,,,,,,,,,2
980729,,,,,,1,,,,,,
980730,37,2,,,,,1,,,,,2
980731,20,1,,,,,,,,,1,1
980732,108,1,,,,,,,,,,1
980733,,,,,,,,,,,,1
980734,,,,,,,,,,,,1
980735,119,3,,,,,,,,,,2
980736,16,1,,,,,,,,,,
980737,,,,,,,,,,,,1
980738,,,,,,,,,,,,1
980739,,,,,,,,,,,,1
980740,,,,,2,,1,,,,,1
980741,,,,,,,,,,,,1
980742,,,,,,,,,,,,1
980743,,,,,,,,,,,,1
980744,,,,,,,,,,,,1
980745,,,,,,,,,,,,1
980746,18,1,,,,,,,,,,1
980747,,,,,,,,,,,,1
980748,,,,,,,,,,,,1
980749,,,,,1,,,,,,,
980750,,,,,1,,,,,,,
980751,,,,,1,,,,,,,
980752,5,1,,,1,,,,,,,1
980753,,,,,,,1,,,,,1
980754,,,,,,,1,,,,,1
980755,,,,,,,1,,,,,1
980756,,,,,,,1,,,,,1
980757,,,,1,,,,,,,,
980758,,,,,,,1,,,,,
980759,,,,,,,,,,,,2
980760,,,,1,,,,,,,,
980761,,,,1,,,,,,,,
980762,,,,,,,,,,,,1
980763,,,,,,1,,,,,,1
980764,2,1,,,,,,,,,,1
980765,,,,,,,,,,,,1
980766,,,,,,,1,,,,,2
980767,,,,,,,,,,,1,1
980768,,,,,,,,,,,,1
980769,,,,,,,,,,,,1
980770,,,,,,,,,,,,1
980771,46,1,,,,1,,,,,,1
980772,,,,,,,,,,,,1
980773,,,,,,,,,,,,1
980774,,,,,,,,,,,,1
980777,,,,,1,,,,,,,1
980778,18,3,,,1,,1,,,,,2
980779,,,1,,,,,,,,,1
980780,,,,,,,,,,,,1
980781,,,,,,,,,,,,1
980782,,,,1,,,,,,,,
980783,,,,1,,,,,,,,
980784,,,,1,,,,,,,,
980785,103,1,,,,,,,,,,2
980786,,,,,,,,,,,,1
980787,,,,1,,,,,,,,
980788,232,1,,,,,,,,,,
980789,1,1,,,,,,,,,1,1
980790,1,1,,,,,,,,,,1
980791,,,,,,1,,,,,,
980792,,,,,1,,,,,,,
980793,,,,,1,,,,,,,
980794,,,,,,,,,,,,2
980795,,,,,,,1,,,,,
980796,42,1,,,,,,,,,1,1
980797,,,,,1,,,,,,,
980798,,,,,,,3,,,,,2
980799,,,,,,1,,,,,,
980800,4,1,,,,,1,,,,,2
980801,82,1,,,1,,,,,,,2
980802,1,1,,,1,,1,,,,,1
980803,29,4,,,,1,3,,,,,2
980804,13,2,,,,,2,,,,,2
980805,17,2,,,1,,2,,,,,2
980806,,,,,1,,,,,,,
980807,,,,,1,,,,,,,
980809,,,,,1,,,,,,,1
980810,2,1,,,,,,,,,,1
980811,78,1,,,,,,,,,,1
980813,21,2,,1,1,,,,,,,1
980814,,,,,1,,,,,,,
980815,,,,,1,,,,,,,
980816,,,,,,,1,,,,,
980817,,,,,,,1,,,,,
980818,,,,,,,1,,,,,
980819,,,,,,,1,,,,,
980820,9,3,,,,,1,,,,,2
980821,,,1,,,,1,,,,,1
980822,,,,,,,,1,,,,1
980823,,,,,,,2,,,,,
980824,,,,,1,,,,,,,1
980825,,,,,1,,,,,,,1
980826,,,,,1,,,,,,,1
980827,,,,,1,,,,,,,1
980828,,,,,1,,,,,,,
980830,,,,,1,,,,,,,1
980831,,,,,,,,,,,,1
980832,,,,,1,,,,,,,
980833,,,,,1,,,,,,,1
980834,,,,,1,,,,,,,1
980835,,,,,1,,,,,,,1
980836,,,,,,,1,,,,,
980837,,,,,,,,,,,,2
980838,,,,,,,1,,,,,
980839,,,,,,,,,,,,1
980840,,,,,1,,,,,,,
980841,,,,,1,,,,,,,
980842,,,,,,,2,,,,,
980843,1,1,,,,,,,,,,1
980844,,,,,,,1,,,,,
980845,,,,,1,,,,,,,
980847,,,,,,,1,,,,,
980848,120,1,,,,,1,,,,,1
980849,,,,,1,,,,,,,
980850,,,,,1,,,,,,,
980851,,,,,,,1,,,,,1
980852,,,,,,,,,,,,1
980853,,,,,,,,,,,,1
980854,,,,,,,,,,,,1
980855,,,,,,,,,,,,1
980856,,,,,1,,,,,,,1
980858,,,,1,,,,,,,,1
980859,31,1,,,,,,,,,,1
980860,,,,,,,,,,,,1
980861,,,,,,,,,,,,1
980862,,,,,1,,,,,,,1
980863,77,1,,,,,,,,,,
980864,148,1,,,,,1,,,,1,1
980865,,,1,,,,,,,,1,2
980866,,,,,,,,,,,1,2
980867,,,1,,,,,,,,1,2
980868,,,,,,,,,,,,1
980869,,,,,,,,,,,,1
980870,,,,,,,,,,,,1
980871,,,,,,,,,,,,1
980872,,,,,,,,,,,,1
980873,,,,,,,,,,,,1
980874,,,,,,,,,,,,1
980875,,,,,,,,,,,,1
980876,,,,,,,,,,,,1
980877,62,1,,,,,,,,,1,2
980878,,,,,,,2,,,,,1
980879,148,1,,,,,1,,,,1,1
980880,5,1,1,,1,,,,,,,1
980881,,,,,1,,,,,,,1
980882,,,,,1,,,,,,,1
980883,,,,,,,,,,,,1
980885,,,,,,,,,,,,1
980887,,,,,,,2,,,,,1
980890,,,,,,,,,,,,1
980891,,,,,,,,,,,,1
980892,,,,,,,,,,,,1
980893,,,,,,,,,,,,1
980894,,,,,,,,,,,,1
980895,2,1,,,,,,,,,,
980896,3,1,,,,,,,,,,1
980898,,,,,1,,,,,,,
980899,,,,,1,,,,,,,
980900,,,,,,,,,,,,1
980901,,,,,1,,,,,,,
980902,,,,,1,,,,,,,
980903,,,,,2,,,,,,,1
980904,,,,,1,,,,,,,
980905,146,1,,,,,,,,,,1
980906,,,,,,,,,,,,1
980907,,,,,1,,,,,,,
980908,7,1,1,,,,,,,,,
980909,,,,,,,,,,,,1
980910,,,,,,,,,,,,1
980911,,,,,,,,,,,,1
980912,,,,,,,,,,,,1
980913,5,1,,,,,,,,,,1
980915,,,,,1,,,,,,,1
980916,,,,,1,,,,,,,
980917,,,,,1,,,,,,,
980918,,,,,,,1,,,,,
980919,110,1,,,,,,,,,1,2
980920,,,,,1,,,,,,,1
980921,,,,,1,,,,,,,
980922,,,,,1,,,,,,,
980923,,,,,,,1,,,,,1
980924,15,1,2,,1,,,,,,,1
980925,,,,,2,,,,,,,1
980926,,,,,1,,,,,,,1
980927,,,,,,,1,,,,,
980928,,,,,1,,,,,,,
980929,,,,,1,,,,,,,1
980930,,,,,,,1,,,,,
980931,,,,,,,,,,,,1
980932,,,,,,,,,,,,1
980933,,,,,,,,,,,,1
980934,,,,,,,,,,,,1
980935,,,,,,,1,,,,,
980936,,,,1,,,,,,,,
980937,,,,1,,,,,,,,
980938,,,,,,,2,,,,,
980939,,,,,,,2,,,,,
980940,,,,,,,,,,,,1
980941,,,,,,,1,,,,,
980942,,,,,,,,,,,,1
980943,,,,,,,,,,,,1
980944,,,,,,,,,,,,1
980945,,,,,,,,,,,,1
980946,,,,,,,,,,,,1
980947,,,,,,,,,,,,1
980948,,,,,,,,,,,,1
980949,,,,,,,,,,,,3
980950,,,,,,,,,,,,1
980951,41,4,,,,,,,,,,2
980952,,,,,1,,,,,,,1
980953,,,,,1,,,,,,,1
980954,,,,,,,,,,,,1
980955,,,,,,,,,,,,1
980956,,,,,,,,,,,,1
980957,,,,,1,,,,,,,1
980958,,,,,,,,,,,,1
980959,,,,,,,,,,,,1
980960,,,,,,,,,,,,1
980961,,,,,,,,,,,,1
980962,65,1,,,1,,1,,,,1,2
980963,,,,,,,,,,,,1
980964,65,1,,,1,,1,,,,1,2
980965,,,,1,,,,,,,,
980967,,,,,,,,,,,,1
980968,,,,,,,,,,,,1
980969,,,,,,,,,,,,1
980970,,,,,,,,,,,,1
980972,8,1,,,,,,,,,,2
980973,,,,,,,,,,,,1
980974,,,,,1,,,,,,,2
980975,,,,,1,,,,,,,
980976,,,,,,1,,,,,,
980977,,,,,,,,,,,,1
980978,,,,,,,,,,,,1
980979,43,1,,,1,,,,,,1,1
980980,,,,,,,,,,,,1
980981,12,4,,,,,1,,,,,1
980982,,,,,,,,,,,,1
980983,,,,,,,,,,,,1
980984,,,,,,,,,,,,1
980985,,,,,,,,,,,,1
980986,,,,,,,,,,,2,3
980987,,,,,1,,,,,,,
980988,,,,,,,,,,,,1
980989,,,,,,,,,,,,1
980990,1,1,,,,,,,,,,3
980991,10,1,,,,,,,,,,
980993,,,,,,,,,,,,1
980994,,,,,,,,,,,,1
980995,,,,,,,,,,,,1
980996,,,,,1,,,,,,,
980997,,,,,1,,,,,,,
980998,,,,,1,,,,,,,1
980999,13,6,,,,,,,,,,2
981000,,,,,1,,,,,,,
981001,,,,,1,,,,,,,
981002,,,,,1,,,,,,,1
981003,,,,,1,,,,,,,
981004,1,1,,,,,,,,,,1
981005,,,,,1,,,,,,,
981006,1,1,,,,,,,,,,1
981007,1,1,,,,,,,,,,1
981008,,,,,,,1,,,,,
981009,9,4,,,,,,,,,,1
981010,,,,,,,,,,,,1
981011,,,,,,,,,,,,1
981012,,,,,,,,,,,,1
981013,,,,,,,,,,,,1
981014,,,,,,,,,,,,1
981015,,,,,,,,,,,,1
981016,,,,,,,,,,,,1
981017,,,,,,,1,,,,,
981018,,,,,1,,,,,,,
981019,,,,,,,,,,,,1
981020,160,1,,,,,1,,,,,1
981021,,,,,1,,,,,,,
981022,,,,,,,,,,,,1
981023,,,,,2,,,,,,,
981024,,,,,,,,,,,,1
981025,,,,,1,,,,,,,
981026,,,,,1,,,,,,,
981027,,,,,,,,,,,,1
981028,,,,,1,,,,,,,1
981029,,,,,1,,,,,,,1
981030,,,,,1,,,,,,,
981031,,,,,,,,,,,,1
981032,,,,,,1,,,,,,1
981033,,,,,,1,,,,,,
981034,,,,,1,,,,,,,
981035,,,,,1,,,,,,,
981036,,,,,,,,,,,,1
981037,,,,,,,,,,,,1
981038,,,,,,,,,,,,1
981039,,,,,,,,,,,,1
981040,,,,,,,,,,,,1
981041,,,,,,,,,,,,1
981042,,,,,,,,,,,,1
981043,,,,,,,,,,,,1
981044,,,,,,,,,,,,1
981045,,,,,,,1,,,,,
981046,,,,,,,1,,,,,
981047,,,,,,,1,,,,1,2
981048,,,,,,,,,,,,1
981049,133,1,,,,,1,,,,,2
981050,,,,,1,,,,,,,
981051,45,1,,,,,,,,,,
981052,,,,,,,,,,,,1
981053,,,,,,,,,,,,1
981054,,,,,,,,,,,,1
981055,,,,,,,,,,,,1
981056,93,1,,,1,,,,,,1,2
981057,121,1,,,1,,,,,,1,2
981060,,,,,1,,,,,,,
981061,,,,,1,,,,,,,
981062,,,,,1,,,,,,,
981063,,,,,,,,,,,,1
981064,,,,,,,,,,,1,1
981065,,,,,,,,,,1,,
981066,,,,,1,,1,,,,1,1
981067,,,,,,,,,,,,1
981068,,,,,,,,,,,,1
981069,,,,,,,,,,,,1
981070,,,,,,,,,,,,1
981071,,,,,,,,,,,,1
981072,,,,,,,,,,,,1
981073,,,,,,1,,,,,,
981074,,,,,1,,,,,,,
981075,,,,,1,,,,,,,
981076,,,,,,,,,,,1,1
981077,,,,,,,1,,,,,
981078,,,,,,,1,,,,,
981079,,,,,,,1,,,,,
981080,29,2,,,1,,1,,,,1,1
981081,,,,,,,1,,,,,
981082,,,,,,,1,,,,,
981083,,,,,,,2,,,,,
981085,,,,,1,,1,,,,2,1
981086,,,,,1,,1,,,,2,1
981087,,,,,1,,,,,,,
981088,,,,,,,,,,,1,
981089,,,,1,,,,,,,,
981090,,,,,,,1,,,,,
981091,,,,,,,1,,,,,
981092,47,1,,,,,,,,,,1
981093,,,,,,,1,,,,,
981094,,,,,,,,,,,,1
981095,,,,,1,,,,,,,
981096,,,,,1,,,,,,,
981098,,,1,,,,,,,,,
981099,,,1,,,,,,,,,
981100,,,,,,,,,,,,1
981102,,,,,,,,,,,,1
981103,,,,,,,,,,,,1
981104,,,,,,,,,,,,1
981105,,,,,,,,,,,,1
981106,,,,,1,,,,,,,
981107,,,,,,,,,,,,1
981108,,,,,,,,,,,,1
981111,,,,,,,,,,,,1
981112,,,,,2,,,,,,,
981113,,,,,1,,,,,,,
981114,62,2,,,,,,,,,1,1
981117,,,,,,,,,,,,1
981118,,,,,,,1,,,,1,2
981119,,,,,,,,,,,,1
981120,3,2,,,,,,,,,,1
981121,2,2,,,1,,,,,,,1
981122,,,,,,,,,,,1,2
981123,,,,,,,,,,,,1
981124,32,1,,,,,1,,,,,1
981125,,,,,,,1,,,,,
981126,,,,,,,1,,,,,
981127,,,,,,,1,,,,,
981128,,,,,,,,,,,,1
981129,,,,,,,,,,,,1
981130,,,,,,,,,,,,1
981132,,,,,,,,,,,,1
981133,,,,,,,,,,,,1
981134,,,,,,,,,,,,1
981135,,,,,,,,,,,,1
981136,,,,,,,,,,,,1
981137,5,1,,,1,,,,,,,2
981138,,,,,,,,,,,,1
981140,5,1,,,1,,,,,,,2
981145,,,,,,,1,,,,,
981146,1,1,,,,,,,,,,1
981147,,,,,,,1,,,,,
981148,,,,,,,,,,,,1
981149,,,,,,,1,,,,,
981150,,,,,,,2,,,,,1
981151,,,,,,,,,,,,1
981152,,,,,,,2,,,,,1
981153,,,,,,,1,,,,,
981154,,,,,,,,,,,,1
981155,,,,,,,1,,,,,
981156,,,,,1,,,,,,,
981157,,,,,1,,,,,,,
981158,,,,,,,1,,,,,1
981159,,,,,1,,,,,,,
981160,,,,,1,,,,,,,
981161,,,,,1,,,,,,,
981162,1,1,,,,,,,,,,
981163,,,,,,1,,,,,,
981164,6,2,,,,1,,,,,,1
981165,256,1,,,,,,,,,,
981166,244,1,,,,,,,,,,
981167,,,,1,,,,,,,,
981168,,,,1,,,,,,,,
981169,,,,1,,,1,,,,,
981170,,,,,,,,,,,,1
981171,,,,,,,,,,,,1
981173,,,,,,1,,,,,,
981174,,,,,1,1,,,,,,
981175,,,,,,,,,,,,1
981176,,,,,,1,,,,,,
981177,,,,,,,,,,,,3
981178,118,5,,,,,,,,,,3
981179,37,1,,,1,,,,,,,2
981180,37,1,,,1,,,,,,,1
981181,,,,,1,,,,,,,
981183,,,,,1,,,,,,,
981185,,,,,1,,,,,,,
981186,79,3,,,,,2,,,,,2
981187,,,,,1,,,,,,,
