"personalid","projecttype_1_bednights","projecttype_1_count","projecttype_2_count","projecttype_3_count","projecttype_4_count","projecttype_6_count","projecttype_7_count","projecttype_8_count","projecttype_10_count","projecttype_12_count","projecttype_13_count","projecttype_14_count"
979411,,,,,1,,,,,,,
979412,,,,,1,,,,,,,
979413,,,,,1,,,,,,,
979414,,,,,1,,,,,,,
979415,,,,,1,,,,,,,
979416,13,1,,,,,1,,,,1,1
979417,,,,,1,,,,,,,
979418,,,,,1,,,,,,,
979419,,,,,1,,,,,,,
979420,,,,,1,,,,,,,
979421,,,,,1,,,,,,,
979422,,,,,1,,,,,,,
979423,,,,,1,,,,,,,
979424,56,2,,,1,,1,,,,,1
979426,1,1,,,,,,,,,,
979427,69,1,,,,,,,,,,1
979428,10,10,,,,,1,,,,,1
979429,1,1,,,,,,,,,,
979430,137,1,,,,,,,,,,1
979431,19,1,,,,,,,,,,1
979432,194,1,1,,,1,,,,,,2
979433,,,,,1,,,,,,,1
979434,,,,,1,,,,,,,
979435,,,,,1,,,,,,,
979436,,,,,1,,,,,,,
979437,,,,,1,,,,,,,1
979438,1,1,,,1,,,,,,,1
979439,,,,,1,,,,,,,
979440,,,,,1,,,,,,,
979441,39,1,,,,4,2,,,,1,2
979442,59,6,,,,3,1,,,,1,2
979443,,,,,,,2,,,,,
979444,,,,,,,1,,,,,
979445,,,,,,,1,,,,,2
979450,,,,,,,,,,,,1
979452,90,1,,,1,,1,,,,,2
979453,,,,,1,,,,,,,1
979454,,,,,1,,,,,,,
979455,,,,,1,,,,,,,
979456,,,,,,,,,,,1,1
979457,,,,,,,2,,,,,
979458,,,,,1,,,,,,,
979459,,,,,1,,,,,,,
979460,,,,,1,,,,,,,
979461,,,,,1,,,,,,,1
979462,,,,,1,,,,,,,
979463,,,,,,,,,,,,1
979464,,,,,,,,,,,,1
979465,14,4,,,,,2,,,,,2
979466,,,,,1,,,,,,,
979467,,,,,1,,,,,,,
979468,,,,,,,1,,,,,
979469,,,,,,,,,,,,1
979470,,,,,,,,,,,,1
979471,,,,,,,,,,,,1
979472,,,,,,,1,,,,,
979473,12,1,,,2,,,,,,,1
979474,,,,,,,1,,,,,
979475,,,,,,,1,,,,,
979476,,,,,,,1,,,,,
979477,12,1,,,2,,,,,,,1
979478,,,,,,,,,,,,1
979479,,,,,,,,,,,,1
979480,154,9,,,,,,,,,,3
979482,,,,,,,,,,,,1
979483,,,,,,,1,,,,,
979484,,,,,,,1,,,,,
979485,,,,,,,,,,,,1
979486,,,,,,,,,,,,1
979487,,,,,,,1,,,,,
979488,,,,,,,,,,,,1
979489,,,,,,,,,,,1,2
979490,,,,,,,,,,,,1
979491,2,1,,,,,,,,,,1
979493,,,,,1,,,,,,,
979494,,,,,1,,,,,,,
979495,,,,,,,,,,,,1
979496,,,,,,,,,,,,1
979497,,,,,,,,,,,,1
979498,,,,,,,1,,,,,
979499,109,2,,,,,,,,,,1
979500,,,,,,,,,,,,1
979501,,,,,,,,,,,1,2
979502,,,,,,,1,,,,,1
979503,25,1,,,,,,,,,,
979504,,,,,,,,,,,,1
979505,10,1,,,,,,,,,,2
979506,64,1,1,,1,,1,,,,,
979507,,,,,,,,,,,,1
979508,,,,,,,,,,,,1
979509,,,,,,,,,,,,1
979511,,,,,,,,,,,,1
979512,100,1,,,,,,,,,,2
979513,,,,,1,,,,,,,
979514,124,1,,,1,,,,,,1,1
979515,124,1,,,1,,,,,,1,1
979516,,,,,,,,,,,,1
979517,,,,,,,1,,,,,1
979518,,,,,,,1,,,,,1
979519,,,,,,,1,,,,,1
979520,,,,,,,,,,,,1
979521,,,,,,,,,,,,1
979522,,,,,,,,,,,,1
979523,,,,,,,,,,,,1
979524,,,,,,,,,,,,3
979525,101,5,,,1,1,,,,,1,2
979526,,,,,,,,,,,,1
979528,,,,,,,,,,,,1
979529,,,,,,,,,,,,1
979530,,,,,,,,,,,,1
979531,,,,,,,,,,,,1
979532,,,,,,,,,,,,1
979533,,,,,,,,,,,,1
979534,,,,,,,,,,,,1
979535,,,,,,,,,,,,1
979536,,,,,,,,,,,,1
979537,,,,,,,,,,,,1
979538,,,,,1,,,,,,,
979539,,,,,1,,,,,,,
979540,,,,,1,,,,,,,
979541,,,,,1,,,,,,,
979542,42,1,,,,,,,,,,1
979543,18,1,,,,,1,,,,,1
979544,,,,,,,1,,,,,
979545,42,3,,,,,1,,,,,1
979546,,,,,1,,,,,,,
979547,,,,,,,1,,,,,
979548,,,,,,,1,,,,,
979549,,,,,,,1,,,,,
979550,,,,1,,,,,,,,
979551,,,,1,,,,,,,,
979552,,,,1,,,,,,,,
979553,202,3,,,,1,1,,,,,2
979554,,,,1,,,,,,,,
979555,,,,,,,,,,,,1
979556,2,1,,,,1,2,,,,,2
979557,,,,,,,,,,,,1
979558,,,,,,,,,,,,1
979559,72,1,,,,,,,,,,
979560,34,1,,,,1,,,,,,2
979561,37,4,,,,1,2,,,,,2
979562,,,,,,,,,,,,1
979563,,,,,,,2,,,,,
979564,,,,,,,,,,,,1
979565,5,4,,,,,1,,,,,1
979566,,,,,,,1,,,,,
979568,,,,,,,,,,,,1
979569,,,,,,,1,,,,,
979570,,,,,,,1,,,,,
979571,,,,,,,,,,,,1
979572,,,,,,,,,,,,1
979573,,,,,,,,,,,,1
979574,,,,,,,,,,,,1
979575,170,1,,,,,,,,,,
979576,,,,,,,,,,,,1
979577,,,,,,,,,,,,1
979578,,,,,,,,,,,1,1
979579,,,,,,,,,,,1,1
979580,,,,,,,,,,,1,1
979581,,,,,,,,,,,,1
979582,,,,,,,,,,,,2
979583,,,,,,,,,,,,2
979584,,,,,,,,,,,,2
979585,,,,,,,,,,,,2
979586,,,,,,,,,,,,1
979587,,,,,,,,,,,,1
979588,,,,,,,,,,,,1
979589,,,,,,,,,,,,1
979590,,,,,,,,,,,,1
979591,,,,,,,,,,,,1
979592,,,,,,,,,,,,1
979593,,,,,,,,,,,,1
979594,,,,,,,,,,,,1
979595,,,,,,,,,,,,1
979596,,,,,,,,,,,,1
979597,,,,,,,,,,,,1
979598,,,,,,,,,,,,1
979599,1,1,,,,,,,,,,2
979600,,,,,,,,,,,,1
979601,144,1,,,1,,1,,,,1,2
979602,179,1,,,1,,1,,,,1,2
979603,149,1,,,,,,,,,1,2
979604,,,,,,,,,,,,1
979605,,,,,1,,,,,,,1
979606,,,,,1,,,,,,,
979607,,,,,2,,,,,,,
979608,3,1,,,,,1,,,,,
979609,,,,,1,,,,,,,
979610,,,,,1,,,,,,,
979611,,,,,1,,,,,,,
979612,58,2,,,,,,,,,,1
979614,,,,,,,1,,,,,
979615,,,,,,,1,,,,,
979616,1,1,,,,,,,,,,1
979617,,,,,,,,,,,,1
979618,,,,1,1,,,,,,,1
979619,1,1,,,,,,,,,,1
979620,120,1,,,,,,,,,,
979621,,,1,,,,,,,,,
979622,25,6,,,,,1,,,,,1
979623,115,1,,,,,,,,,,1
979625,,,,1,1,,,,,,,1
979626,129,1,,,,,,,,,1,2
979627,129,1,,,,,,,,,1,2
979628,129,1,,,,,,,,,1,2
979629,,,,,,,,,,,,1
979630,,,,,,,,,,,,1
979631,,,,,,,,,,,,1
979632,,,,,1,,,,,,,
979633,,,,,,,,,,,,2
979634,,,,,,,,,,,,1
979635,,,,,,,,,,,,1
979636,,,,,,,,,,,,1
979637,,,,,,,,,,,,1
979638,,,,,,,,,,,,1
979639,,,,,,,,,,,,1
979640,,,,,,,,,,,,1
979641,42,2,,,1,3,2,,,,,1
979642,,,1,,,,,,,,,
979643,,,1,,,,,,,,,
979644,22,1,,,,,,,,,,1
979645,62,1,,,,,,,,,,1
979646,,,,,,,,,,,,1
979647,,,,,1,,,,,,,1
979648,88,1,,,,,,,,,1,1
979649,,,,,1,,,,,,,1
979650,,,,,1,,,,,,,1
979651,,,,,,,,,,,,1
979652,,,,,1,,,,,,,1
979653,88,1,,,,,,,,,1,1
979654,88,1,,,,,,,,,1,1
979655,37,3,,,,,1,,,,,2
979656,,,,,,,,,,,,1
979657,21,3,,,,,1,,,,,1
979658,,,,,,,1,,,,,1
979659,,,,,,,,,,,,1
979660,,,,,,,,,,,,1
979661,,,,,,,,,,,,1
979663,,,,,,,,,,,,1
979664,,,,,,,1,,,,,
979665,,,,,,,1,,,,,
979666,,,,,,,1,,,,,
979667,,,,,1,,,,,,,
979668,,,,,1,,1,,,,,1
979669,,,,,,,,,,,,1
979670,,,,,1,,,,,,,1
979672,,,,,1,,,,,,1,
979673,,,,,,,1,,,,,
979674,,,,,,,2,,,,,1
979675,,,,,1,,1,,,,,1
979676,,,,,,,1,,,,,
979677,,,,,,,1,,,,,
979678,,,,,,,1,,,,,
979679,96,1,,,1,,1,,,,,1
979680,1,1,,,,,,,,,,
979681,,,,,,,1,,,,,
979682,1,1,,,,,,,,,,
979683,,,,,,,1,,,,,
979684,103,1,,,,,2,,,,,1
979685,,,,,,,1,,,,,
979686,,,,,,,,,,,,1
979687,,,,,,,,,,,,1
979688,,,,,,,,,,,,1
979690,,,,,,,1,,,,,
979691,,,,,,,,,,,,1
979692,,,,,,,2,,,,,
979693,,,,,,,,,,,,1
979694,,,,,,,,,,,,1
979695,15,3,,,,,,,,,1,2
979696,,,,,1,,,,,,,
979697,,,,,,,1,,,,,
979698,10,3,,,,3,1,,,,,1
979699,,,,,,,,,,,,1
979700,1,1,,,,,,,,,,
979701,7,2,,,,,,,,,,1
979702,,,,,,,1,,,,,
979703,,,,,,,,,,,,1
979704,,,,,,,1,,,,,
979705,,,,,,,,,,,,1
979708,1,1,,,,,1,,,,,1
979710,65,1,,,1,,1,,,,1,2
979711,,,,,,,1,,,,,
979712,61,1,,,,,,,,,,1
979713,61,1,,,,,,,,,,1
979714,2,1,,,,,,,,,,2
979716,,,,,,,1,,,,,
979719,,,,,,,1,,,,,
979720,,,,,,,,,,,,1
979721,,,,,,,,,,,,1
979722,,,,,,,,,,,,1
979723,,,,,,,,,,,,1
979724,,,,,,,,,,,,1
979725,,,,,,,,,,,,1
979726,50,1,,,,,,,,,,1
979727,50,1,,,,,,,,,,1
979728,50,1,,,,,,,,,,1
979729,122,4,,,,,,,,,,4
979730,,,,,1,,,,,,,
979731,52,1,,,,,,,,,1,2
979732,74,1,,,1,1,,,,,1,2
979733,52,1,,,,,,,,,1,2
979734,52,1,,,,,1,,,,1,2
979736,27,4,,,1,,,,,,1,1
979737,,,,,1,,,,,,,1
979740,,,,,,,1,,,,,
979741,,,,,,1,,,,,,
979742,,,,,1,,,,,,,1
979743,,,,,,,2,,,,,1
979744,14,1,,,,,,,,,,1
979745,,,,,2,,,,,,,1
979746,,,,,,,1,,,,,
979747,,,,,,,1,,,,,
979748,,,,,,,1,,,,,
979749,,,,,,,1,,,,,
979750,,,,,1,,,,,,,1
979751,1,1,,,,,2,,,,,2
979752,,,,,1,,,,,,,
979753,,,,,,,,,,,,1
979754,56,1,,,,,,,,,,1
979755,,,,,,,1,,,,,
979757,,,,,,1,,,,,,
979758,,,,,,,,,,,,1
979759,,,,,1,,,,,,,
979760,,,,,1,,,,,,,
979761,,,,,,,1,,,,,
979762,,,,,,1,,,,,,
979763,,,,,,,1,,,,,
979764,71,1,1,,,,,,,,,1
979765,,,,,1,,,,,,,1
979766,6,2,1,,2,,1,,,,1,2
979768,,,,,,,1,,,,,
979769,,,,,,,1,,,,,
979770,,,,,,,,,,,,1
979771,15,1,,,,,,,,,,2
979772,38,11,,,,,1,,,,,3
979773,1,1,,,,,,,,,,1
979774,,,,,1,,,,,,,2
979775,,,,,,,,,,,,1
979776,4,2,,,,,,,,,,1
979777,2,1,,,,,,,,,,3
979778,,,,,1,,,,,,,1
979779,,,,,1,,,,,,,
979780,,,,1,1,,,,,,,1
979781,,,,,,,,,,,1,
979782,,,,1,1,,,,,,,1
979783,26,3,,,,,1,,,,,3
979784,2,2,,,,,,,,,,2
979785,19,4,,,,1,,,,,,2
979786,,,,,1,,,,,,,2
979787,,,,,1,,,,,,,
979788,,,,,1,,,,,,,
979789,,,,,1,,,,,,,
979790,,,,,1,,,,,,,
979791,,,,,3,,,,,,,
979792,,,,,1,,,,,,,
979793,,,,,,,2,,,,,
979796,26,1,,,,,,,,,,1
979797,,,,,,1,,,,,,
979798,8,2,,,,,,,,,,1
979799,1,1,,,,,,,,,,
979800,,,,,1,1,,,,,,
979801,,,,,1,,,,,,,
979802,2,1,,,,,,,,,,
979803,8,3,,,2,,,,,,,1
979804,1,1,,,,,2,,,,,
979805,,,,,1,,,,,,,
979806,8,3,,,,,,,,,,
979807,22,4,,,,,2,,,,,1
979808,,,,,1,,,,,,,
979809,,,,,1,,1,,,,,1
979810,,,,,1,,,,,,,
979811,,,,,1,,,,,,,
979812,,,,,1,,,,,,,
979813,,,,,1,,,,,,,
979814,108,3,,,,,,,,,,2
979815,,,,,,,,,,,,1
979816,,,,,,,1,,,,,
979817,1,1,,,,1,,,,,,1
979818,2,1,,,,,,,,,,3
979819,,,,,,,1,,,,,
979820,5,2,,,,1,,,,,,1
979821,2,1,,,,,,,,,,1
979823,,,,,,,1,,,,,
979824,,,,,,,,,,,,1
979825,,,,,,,,,,,,1
979826,,,,,,,,,,,,1
979827,,,,,,,,,,,,1
979828,,,,,,,,,,,,1
979829,,,,,,,,,,,,1
979830,,,,,,,1,,,,,
979831,,,,,,,,,,,,1
979832,,,,,,,,,,,,1
979833,,,,,,,,,,,,1
979834,,,,,,,,,,,,1
979835,,,,,,,,,,,,1
979836,,,,,,,,,,,,1
979837,,,,,,,,,,,,1
979838,,,,,1,,,,,,,1
979839,,,,,2,,,,,,,1
979840,,,,,,,1,,,,,2
979841,,,,,1,,,,,,,1
979842,,,,,1,,,,,,,1
979843,,,,,1,,,,,,,1
979844,,,,,1,,,,,,,1
979845,,,,,,,,,,,1,
979846,,,,,,,,,,,,1
979847,,,,,1,,,,,,,1
979848,,,,,1,,,,,,,1
979850,,,,,1,,,,,,,1
979851,,,,,,,,,,,,1
979852,,,,,,,,,,,,1
979853,,,1,,,,,,,,,1
979854,,,,,,,,,,,,1
979855,50,1,,,1,,,,,,,1
979856,,,,,,,,,,,,1
979857,,,,,,,,,,,,1
979858,,,,,,,,,,,,1
979859,,,,,,,,,,,,1
979860,18,1,,,,2,2,,,,,1
979861,31,4,,,,,,,,,,1
979862,,,,,,,1,,,,,
979863,,,,,1,,,,,,,1
979864,2,1,,,,,,,,,,1
979865,56,1,,,1,,,,,,1,1
979866,,,,,1,,,,,,,
979867,,,,,,,1,,,,,1
979868,2,1,,,,,,,,,,1
979869,,,,,1,,,,,,,
979870,18,3,,,,,,,,,,1
979871,108,1,,,1,,,,,,1,1
979872,,,,,,,,,,,,1
979873,108,1,,,1,,,,,,1,1
979874,108,1,,,1,,,,,,1,1
979875,108,1,,,1,,,,,,1,1
979876,4,1,,,,,,,,,,2
979877,,,1,,,,,,,,,
979878,8,3,,,,,,,,,,2
979879,50,1,,,1,,,,,,,1
979880,50,1,,,1,,,,,,,1
979881,50,1,,,1,,,,,,,1
979882,50,1,,,1,,,,,,,1
979883,50,1,,,1,,,,,,,1
979884,,,,,,,1,,,,,
979885,,,,,,,1,,,,,
979886,,,,,,,1,,,,,
979887,,,,,,,,,,,,1
979888,,,,,,,1,,,,,
979889,,,,,,,1,,,,,
979890,,,,,,,1,,,,,
979891,,,,,,,1,,,,,
979892,56,1,,,1,,,,,,1,1
979893,56,1,,,1,,,,,,1,1
979894,56,1,,,1,,,,,,1,1
979895,102,1,,,,,1,,,,,1
979896,,,,,,,1,,,,,
979897,,,,,,,1,,,,,
979898,,,,,,,1,,,,,
979899,102,1,,,,,,,,,,1
979900,,,,,,,1,,,,,
979901,,,,,,,,,,,,2
979902,,,,,,,,,,,,1
979903,,,,,,,,,,,,1
979904,2,2,,,,,,,,,,1
979905,160,1,,,,1,,,,,,2
979906,61,1,,,1,,1,,,,1,1
979908,,,,,1,,1,,,,,1
979909,,,,,1,,1,,,,,1
979910,,,,,1,,1,,,,,1
979911,,,,,1,,1,,,,,1
979912,61,1,,,1,,,,,,1,1
979913,61,1,,,1,,,,,,1,1
979914,61,1,,,1,,1,,,,1,1
979915,8,1,,,,,,,,,,1
979916,8,1,,,,,,,,,,1
979917,,,,,1,,,,,,,1
979918,118,1,,,,,,,,,,
979919,,,,,,,1,,,,,
979920,38,2,,,,,2,,,,,2
979921,2,1,,,,,1,,,,,1
979922,42,2,,,,2,2,,,,,3
979923,,,,,,,,,,,,1
979924,,,,,1,,1,,,,,1
979925,,,,,,,1,,,,,
979926,,,,,,,1,,,,,
979927,,,,,,,,,,,,1
979928,,,,1,,,,,,,,
979929,,,,1,,,,,,,,
979930,,,,,,,,,,,,1
979931,,,,1,,,,,,,,
979932,,,1,,,,,,,,,
979933,,,,,,,,,,,,1
979934,,,,,2,,,,,,,1
979935,10,1,,,1,,,,,,,
979936,61,5,,,1,4,1,,,,,3
979938,,,,,,,,,,,,1
979939,,,,,,,1,,,,,
979940,,,,1,,,,,,,,
979941,,,,,,,,,,,,1
979942,,,,,,,,,,,,2
979943,,,,,,,,,,,,2
979944,,,,,,,,,,1,,
979945,,,,,,,1,,,,,
979946,,,,,,,,,,,,2
979947,,,,,1,,,,,,,
979950,4,2,,,,,,,,,,1
979951,,,,,1,1,,,,,,1
979952,,,,,,,1,,,,,1
979953,,,,,,,,,,,,1
979954,,,,,2,,,,,,,1
979955,163,4,,,1,,1,,,,,4
979956,117,1,,,1,,,,,,,2
979957,117,1,,,1,,,,,,,2
979958,117,1,,,1,,,,,,,2
979959,,,,,,,,,,,,1
979960,,,,,,,1,,,,,1
979961,,,,,,,,,,,,1
979962,,,,,,,1,,,,,1
979963,,,,,,,1,,,,,1
979964,,,,,,,,,,,,1
979965,,,,,,,,,,,,1
979966,,,,1,,,,,,,,
979967,16,1,,,1,,,,,,,1
979968,16,1,,,1,,,,,,,1
979969,16,1,,,1,,,,,,,1
979970,16,1,,,1,,,,,,,1
979971,,,1,,,,,,,,,
979972,,,1,,,,,,,,,
979973,,,1,,,,,,,,,
979974,,,1,,,,,,,,,
979975,,,,,,1,,,,,,1
979976,,,,,,,,,,,,1
979977,,,,,,,,,,,,1
979978,,,,,,,,,,,,1
979979,,,,,,,,,,,,1
979980,62,3,,,,,2,,,,,2
979981,62,3,,,1,,1,,,,,2
979982,,,,,,,,,1,,,
979983,80,2,,1,,,,,,,,1
979985,,,,,1,,,,,,,
979986,,,,,1,,,,,,,
979987,,,,,2,,,,,,,1
979988,,,,,1,,,,,,,
979989,,,,,1,,,,,,,
979990,,,,,1,,,,,,,
979991,,,,,1,,,,,,,
979992,,,,,1,,,,,,,
979993,119,1,,,,,,,,,,
979994,,,,,1,,,,,,,
979995,,,,,1,,,,,,,
979996,,,,,1,,,,,,,1
979997,,,,,1,,,,,,,
979998,,,,,,1,,,,,,
979999,,,,,1,,,,,,,
980000,,,,,,,1,,,,,
980001,,,,,,,1,,,,,
980002,,,,,,,,,,,,1
980003,,,,,,1,,,,,,
980004,,,,,,1,,,,,,
980005,1,1,,,,,1,,,,,1
980006,,,,,,,1,,,,,
980007,,,,,,,1,,,,,
980008,,,,,1,,,,,,,
980009,,,,,,,1,,,,,
980010,,,,,,,1,,,,,
980011,,,,,,,1,,,,,
980012,,,,,,1,,,,,,1
980013,,,,,,,,,,,,2
980014,,,,,,,1,,,,,
980015,,,,,1,,,,,,,
980016,,,1,,,,,,,,,1
980019,,,,,1,,,,,,,1
980023,,,,,,,1,,,,,1
980024,141,1,,,,1,1,,,,1,2
980025,,,,,1,,,,,,,
980026,27,2,,,1,1,,,,,,2
980027,,,,,1,,,,,,,
980028,15,2,,,,,,,,,,1
980029,25,3,,,,,,,,,1,2
980030,,,,,,1,1,,,,,
980031,23,3,,,1,1,,,,,,2
980032,95,1,,,1,1,3,,,,1,3
980033,,,,,,1,,,,,,
980034,,,,,1,,,,,,,
980035,,,,,1,,,,,,,
980036,,,,,1,,,,,,,
980037,,,,,1,,,,,,,
980038,,,,,1,,,,,,,
980040,,,,,,,1,,,,,
980041,,,,,1,,,,,,,1
980042,,,,,,,,,,,,1
980043,,,,,1,,,,,,,
980044,1,1,,,,,,,,,,1
980046,,,,,1,,,,,,,
980047,1,1,,,,,,,,,,1
980049,,,,,1,1,,,,,,1
980050,,,,,,,,,,,,1
980051,,,,,1,1,,,,,,
980052,,,,,3,,,,,,,1
980053,,,,,,,,,1,,,
980054,,,,,1,,,,,,,1
980055,,,,,1,,,,,,,
980056,,,,,1,,,,,,,
980057,,,,,1,,,,,,,1
980058,,,,,,,1,,,,,1
980059,66,1,,,,,,,,,,1
980060,,,,,1,,,,,,,
980061,,,,,1,,,,,,,
980062,,,,,1,,,,,,,
980063,,,,,,,1,,,,,
980064,,,1,,,,,,,,,
980065,,,1,,,,,,,,,
980066,,,1,,,,,,,,,
980067,,,1,,,,,,,,,
980068,,,1,,,,,,,,,
980069,92,1,,,,,1,,,,,1
980070,,,,,,,2,,,,,
980071,,,,,1,,,,,,,
980072,92,1,,,,,1,,,,,1
980073,,,,,1,,,,,,,
980074,,,,,1,,,,,,,
980075,,,,,,,1,,,,,
980076,,,,,1,,,,,,,
980077,,,,,1,,,,,,,
980078,2,1,,,,,2,,,,,1
980080,,,,,1,,,,,,,
980081,,,,,1,,,,,,,
980082,,,,,1,,,,,,,
980083,,,,,2,,,,,,,
980084,,,,,1,,,,,,,
980085,,,,,1,,,,,,,
980086,,,,,,,1,,,,,
980089,,,,,1,,,,,,,
980090,,,,,,,,,,,,1
980091,65,2,,,1,,2,,,,,3
980092,15,1,,,,,,,,,,
980093,,,,,,,,,,,,2
980094,,,,,,,,,,,,2
980095,,,,,,,,,,,,2
980096,,,,,,,1,,,,,1
980097,,,,,,,,,,,,1
980098,,,,,,,1,,,,,1
980103,,,1,,,,,,,,,2
980104,,,1,,,,,,,,,2
980105,,,,,,,,,,,1,
980107,,,,,,,,,,,1,
980108,,,,,,,1,,,,,
980109,,,,,,,1,,,,,
980110,,,,,,,1,,,,,
980111,14,1,,,,,,,,,,
980112,,,1,,,,,,,,,
980113,,,1,,,,,,,,,
980114,,,,,,,,,,,,1
980115,,,,,,,,,,,,1
980116,,,,,,,,,,,,1
980117,,,,,,,,,,,,1
980118,,,,,,,,,,,,1
980119,,,,,1,,1,,,,,1
980121,,,,,,,,,,,1,1
980122,,,,,,,,,,,,1
980123,,,,,,,1,,,,,1
980124,1,1,,,,,1,,,,,1
980125,,,,,1,,,,,,,
980126,,,,,1,,,,,,,
980127,,,,,1,,,,,,,
980128,,,,,1,,,,,,,
980129,,,,,1,,,,,,,
980130,4,2,,,,,1,,,,,3
980131,,,,,1,,,,,,,
980132,,,,,1,,,,,,,
980133,,,,,1,,,,,,,
980134,,,,,,1,,,,,,
980136,7,1,,,,,,,,,,1
980137,,,,,2,,,,,,,1
980138,,,,,1,,,,,,,
980139,,,,,1,,,,,,,
980140,15,1,,,1,,,,,,,1
980141,,,,,,,1,,,,,1
980142,1,1,,,,,,,,,,1
980143,,,,,1,,,,,,,
980144,37,2,,,,,1,,,,,2
980145,,,,,,,,,,,,1
980146,,,,,1,1,1,,,,,1
980147,,,,,,,1,,,,,
980148,,,,,,,,,,,,1
980149,,,,,,,,,,,,1
980150,36,2,,,,1,,,,,,1
980151,,,,,,,,,,,,1
980153,,,,,,,,,,,,1
980154,,,,,,,,,,,,1
980155,94,2,,,,,1,,,,,1
980156,65,1,,,,,,,,,,
980158,,,,,1,,,,,,,
980159,,,,,1,,,,,,,
980160,32,2,,,1,,1,,,,,1
980161,32,2,,,1,,2,,,,,2
980162,,,,,,,,,,,,2
980163,,,,1,,,,,,,,1
980164,1,1,,,,,,,,,,1
980165,,,,,,,,,,,,1
980168,,,,,,,,,,,1,
980175,,,,,,,2,,,,,1
980179,,,1,,,,,,,,,
980180,,,,,,,1,,,,,
980181,46,2,1,,,,1,,,,,
980182,,,,,2,,1,,,,,
980184,,,,,,,1,,,,1,
980185,,,,,1,,,,,,,1
980186,,,,,1,,,,,,,
980187,3,1,,,,,,,,,,
980188,,,,,1,,,,,,,
980189,,,,,1,,,,,,,
980190,,,,,1,,,,,,,
980191,,,,,1,,,,,,,
980192,,,,,1,,,,,,,
980193,,,,,1,,,,,,,
980194,,,,,1,,,,,,,
980195,,,,,1,,,,,,,
980196,,,,,1,,,,,,,
980198,1,1,,,,,,,,,,
980199,,,,,1,,,,,,,
980200,209,1,,,,,,,,,,
980201,14,1,,,,,,,,,,
980202,38,1,,,,,,,,,,
980203,53,1,,,,,,,,,,
980204,93,1,,,,,,,,,,
980205,23,1,,,,,,,,,,
980206,23,1,,,,,,,,,,
980207,1,1,,,,,,,,,,1
980208,,,,,2,,,,,,,
980209,2,2,,,,,,,,,,1
980210,7,3,,,,,1,,,,,2
980211,,,,,,,1,,,,,
980212,,,,,,,1,,,,,
980213,16,1,,,,,,,,,,1
980214,,,,,,,1,,,,,
980215,,,,,,,,,,,,1
980216,4,1,,,,,,,,,1,1
980217,119,1,,,,,2,,,,,1
980218,2,1,,,,,1,,,,,1
980219,,,,,,,,,,,,1
980220,,,,,,,,,,,,1
980221,,,,,,,,,,,,1
980222,,,1,,,,,,,,,
980223,22,1,,,,,,,,,,1
980224,,,1,,,,,,,,,1
980225,1,1,,,,,,,,,,1
980226,,,,,,,,,,,,1
980227,1,1,,,,,,,,,,1
980228,,,,,,,,,,,,1
980229,,,,,,,,,,,,1
980230,,,,,,,,,,,,1
980231,,,,,,,,,,,,1
980232,,,,,,,,,,,,1
980233,,,,,,,,,,,,1
980234,,,,,,,,,,,,1
980235,,,,,,,1,,,,,
980236,,,,,,,,,,,,1
980237,,,,,,,,,,,,1
980238,,,,,,,,,,,,1
980239,140,3,,,,,1,,,,,1
980240,,,,,1,,,,,,,
980241,,,,,,,1,,,,,
980242,,,,,,,1,,,,,
980244,,,,,,,1,,,,,
980245,,,,,1,,,,,,,
980246,,,,,,,,,,,,1
980247,,,,,,,1,,,,,2
980248,,,,,,,,,,,,1
980249,,,,,,,,,,,,1
980250,,,,,,,,,,,,1
980252,2,1,,,,,,,,,,
980253,,,,,,,,,,,,1
980254,,,,,1,,,,,,,1
980255,,,,,1,,1,,,,,1
980256,,,,,1,,,,,,,1
980257,,,,,1,,,,,,,1
980258,,,,,,,,,,,,1
980259,,,,,1,,,,,,,1
980260,,,,,,,,,,,,1
980261,1,1,,,,,,,,,,
980262,,,,,1,,,,,,,
980263,,,,,,,,,,,,1
980264,,,,,,,,,,,,1
980265,,,,,,,,,,,,1
980266,,,,,,,,,,,,1
980267,11,1,,,,,,,,,,
980268,,,1,,,,,,,,1,1
980269,24,1,,,,,,,,,,
980273,,,,,,,,,,,,1
980274,27,1,,,,,2,,,,,1
980275,,,,,,,2,,,,,
980276,,,,,1,,,,,,,
980277,5,1,,,,,1,,,,,1
980278,5,1,,,,,,,,,,1
980279,5,1,,,,,1,,,,,1
980280,5,1,,,,,,,,,,1
980281,5,1,,,,,1,,,,,1
980282,,,,,,,,,,,,1
980283,,,,,,,,,,,,1
980284,,,,,1,,,,,,,1
980285,,,,,1,,,,,,,
980286,,,,,1,,,,,,,
980287,,,,,1,,,,,,,
980288,,,,,1,,,,,,,
980289,,,,,1,,,,,,,
980290,1,1,,,,,,,,,,1
980291,,,,,,,1,,,,,
980292,,,,,,,1,,,,,
980293,,,,,,,,,,,,1
980294,,,,,,,,,,,,1
980295,84,1,,,,,1,,,,,1
980296,121,1,,,,,,,,,,1
980297,,,,,,,,,,,,1
980298,107,1,,,,,,,,,,2
980299,,,,,,,,,,,,1
980300,,,,,,,,,,,,1
980301,,,,,1,,,,,,,
980302,,,,,,,1,,,,,
980303,,,,,,,,,,,,1
980304,,,,,1,,,,,,,1
980305,,,,,,,2,,,,,1
980306,110,1,,,,,2,,,,,2
